ABMI Site,RAM Lot,Sorting Tech.,Date Sorted,Date Collected,Collector(s),,,,,,Vials,Coarse Group,Kingdom,Phylum,SubPhylum,Class,SubClass,InfraClass,Order,SubOrder,Family,Subfamily,Genus,Species,Final Id,Authority,Life Stage,Determined,,,Specimen Count,Notes,Vial Storage,TMS Number,Year
CABIN-W1250,ABMI.2022.CABIN-W1250.A,LaPierre,1-Dec-22,7/8/2022,Bishop,Bee,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,LaPierre,Alex,6/9/2023,2,,mv,ABMI.A.44922,2022
CABIN-W1250-D,ABMI.2022.CABIN-W1250-D.A,Tebby,24-Nov-22,7/8/2022,Bishop,Bee,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,LaPierre,Alex,6/9/2023,1,,mv,ABMI.A.44933,2022
W1020-D,ABMI.2022.W1020-D.A,Beamish,28-Oct-22,7/9/2022,Shaw,Linus,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,2/17/2023,7,,mv,ABMI.A.33724,2022
W1219,ABMI.2022.W1219.A,Tebby,3-Nov-22,7/13/2022,Beamish,Kathleen,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,4/13/2023,22,,mv,ABMI.A.33960,2022
CABIN-W1220-D,ABMI.2022.CABIN-W1220-D.A,LaPierre,29-Nov-22,7/9/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,LaPierre,Alex,5/19/2023,2,,mv,ABMI.A.44757,2022
CABIN-W1221,ABMI.2022.CABIN-W1221.A,LaPierre,22-Nov-22,7/11/2022,Bishop,Bee,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,LaPierre,Alex,5/26/2023,1,,mv,ABMI.A.44794,2022
CABIN-W1219,ABMI.2022.CABIN-W1219.A,LaPierre,2-Nov-22,7/13/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,LaPierre,Alex,5/12/2023,19,,mv,ABMI.A.44700,2022
CABIN-W1219-D,ABMI.2022.CABIN-W1219-D.A,LaPierre,3-Nov-22,7/13/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,LaPierre,Alex,5/12/2023,23,,mv,ABMI.A.44724,2022
W1219-D,ABMI.2022.W1219-D.A,Lachance,1-Nov-22,7/13/2022,Beamish,Kathleen,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,5/12/2023,5,,mv,ABMI.A.34121,2022
CABIN-W1250-D,ABMI.2022.CABIN-W1250-D.A,Tebby,24-Nov-22,7/8/2022,Bishop,Bee,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,LaPierre,Alex,6/9/2023,1,,mv,ABMI.A.44938,2022
W1221-D,ABMI.2022.W1221-D.A,Tebby,17-Nov-22,7/11/2022,Bishop,Bee,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,6/12/2023,12,,mv,ABMI.A.34190,2022
W1220,ABMI.2022.W1220.A,Lachance,28-Sep-22,7/9/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,5/12/2023,10,,mv,ABMI.A.34139,2022
W1250,ABMI.2022.W1250.A,LaPierre,1-Dec-22,7/8/2022,Bishop,Bee,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,6/15/2023,1,,mv,ABMI.A.34225,2022
CABIN-W987,ABMI.2022.CABIN-W987.A,Hinchliffe,20-Oct-22,7/11/2022,,,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,LaPierre,Alex,1/30/2023,1,,mv,ABMI.A.44227,2022
CABIN-W988,ABMI.2022.CABIN-W988.A,Hinchliffe,25-Oct-22,7/8/2022,Shaw,Linus,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,LaPierre,Alex,1/30/2023,2,,mv,ABMI.A.44239,2022
W1020,ABMI.2022.W1020.A,LaPierre,7-Oct-22,7/9/2022,Shaw,Linus,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,2/14/2023,7,,mv,ABMI.A.33700,2022
W1040,ABMI.2022.W1040.A,Hinchliffe,14-Oct-22,7/22/2022,Bishop,Bee,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,2/22/2023,3,,mv,ABMI.A.33786,2022
CABIN-W1020-D,ABMI.2022.CABIN-W1020-D.A,Hinchliffe,13-Oct-22,7/9/2022,Shaw,Linus,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,LaPierre,Alex,3/27/2023,1,,mv,ABMI.A.44442,2022
CABIN-W1053,ABMI.2022.CABIN-W1053.A,Lachance,25-Oct-22,7/10/2022,Shaw,Linus,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,LaPierre,Alex,3/31/2023,2,,mv,ABMI.A.44463,2022
W1054,ABMI.2022.W1054.A,Hinchliffe,19-Oct-22,6/29/2022,Bishop,Bee,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,3/31/2023,6,,mv,ABMI.A.33895,2022
W1054-D,ABMI.2022.W1054-D.A,Tebby,20-Oct-22,6/29/2022,Bishop,Bee,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,3/31/2023,3,,mv,ABMI.A.33907,2022
W1188,ABMI.2022.W1188.A,Lachance,4-Nov-22,7/10/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,4/13/2023,7,,mv,ABMI.A.33929,2022
W1188-D,ABMI.2022.W1188-D.A,Lachance,8-Nov-22,7/10/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,4/13/2023,6,,mv,ABMI.A.33937,2022
W1189,ABMI.2022.W1189.A,Lachance,27-Oct-22,7/14/2022,Shaw,Linus,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,4/13/2023,26,,mv,ABMI.A.33947,2022
CABIN-W1039,ABMI.2022.CABIN-W1039.A,Lachance,5-Oct-22,7/23/2022,Beamish,Kathleen,,,,,mv,Anisoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Corduliidae,Corduliinae,Cordulia,shurtleffii,Cordulia shurtleffii,"Scudder, 1866",nymph,LaPierre,Alex,3/27/2023,1,,mv,ABMI.A.44447,2022
CABIN-W938,ABMI.2022.CABIN-W938.A,Beamish,24-Oct-22,7/23/2022,Lachance,Rose,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Corduliidae,Corduliinae,Cordulia,shurtleffii,Cordulia shurtleffii,"Scudder, 1866",nymph,LaPierre,Alex,1/20/2023,1,,mv,ABMI.A.44179,2022
W938,ABMI.2022.W938.A,Lachance,24-Oct-22,7/23/2022,Lachance,Rose,,,,,scv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Corduliidae,Corduliinae,Cordulia,shurtleffii,Cordulia shurtleffii,"Scudder, 1866",nymph,Tebby,Cheryl,1/31/2023,2,,scv,ABMI.A.33624,2022
CABIN-W1006,ABMI.2022.CABIN-W1006.A,LaPierre,19-Sep-22,7/26/2022,Shaw,Linus,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Corduliidae,Corduliinae,Cordulia,shurtleffii,Cordulia shurtleffii,"Scudder, 1866",nymph,LaPierre,Alex,12/5/2022,1,,mv,ABMI.A.44021,2022
CABIN-W1039,ABMI.2022.CABIN-W1039.A,Lachance,5-Oct-22,7/23/2022,Beamish,Kathleen,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Corduliidae,Corduliinae,Cordulia,shurtleffii,Cordulia shurtleffii,"Scudder, 1866",nymph,LaPierre,Alex,3/27/2023,1,,mv,ABMI.A.44449,2022
CABIN-W1005,ABMI.2022.CABIN-W1005.A,Hinchliffe,17-Oct-22,7/21/2022,Lachance,Rose,,,,,scv,Anisoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Corduliidae,Corduliinae,Cordulia,shurtleffii,Cordulia shurtleffii,"Scudder, 1866",nymph,LaPierre,Alex,2/9/2023,1,,scv,ABMI.A.44279,2022
CABIN-W1019,ABMI.2022.CABIN-W1019.A,Beamish,6-Feb-23,6/29/2022,Shaw,Linus,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,verticalis,Trichocorixa verticalis,"(Fieber, 1851)",adult,LaPierre,Alex,2/10/2023,3,2 females 1 male,mv,ABMI.A.44294,2022
CABIN-W1020-D,ABMI.2022.CABIN-W1020-D.A,Hinchliffe,13-Oct-22,7/9/2022,Shaw,Linus,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,verticalis,Trichocorixa verticalis,"(Fieber, 1851)",adult,LaPierre,Alex,3/24/2023,1,male,mv,ABMI.A.44436,2022
CABIN-W1220,ABMI.2022.CABIN-W1220.A,LaPierre,28-Nov-22,7/9/2022,Lachance,Rose,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,verticalis,Trichocorixa verticalis,"(Fieber, 1851)",adult,LaPierre,Alex,5/19/2023,3,,mv,ABMI.A.44739,2022
CABIN-W1220-D,ABMI.2022.CABIN-W1220-D.A,LaPierre,29-Nov-22,7/9/2022,Lachance,Rose,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,verticalis,Trichocorixa verticalis,"(Fieber, 1851)",adult,LaPierre,Alex,5/19/2023,1,,mv,ABMI.A.44752,2022
CABIN-W1220,ABMI.2022.CABIN-W1220.A,LaPierre,28-Nov-22,7/9/2022,Lachance,Rose,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,verticalis,Trichocorixa verticalis,"(Fieber, 1851)",adult,LaPierre,Alex,5/19/2023,2,,mv,ABMI.A.44748,2022
W1220,ABMI.2022.W1220.A,Lachance,28-Sep-22,7/9/2022,Lachance,Rose,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,verticalis,Trichocorixa verticalis,"(Fieber, 1851)",adult,LaPierre,Alex,6/16/2023,1,male,mv,ABMI.A.34136,2022
CABIN-W1189,ABMI.2022.CABIN-W1189.A,Hinchliffe,24-Oct-22,7/14/2022,Beamish,Kathleen,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,verticalis,Trichocorixa verticalis,"(Fieber, 1851)",adult,LaPierre,Alex,5/5/2023,9,,mv,ABMI.A.44662,2022
W1250,ABMI.2022.W1250.A,LaPierre,1-Dec-22,7/8/2022,Bishop,Bee,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,verticalis,Trichocorixa verticalis,"(Fieber, 1851)",adult,LaPierre,Alex,6/16/2023,1,female,mv,ABMI.A.34222,2022
W1250,ABMI.2022.W1250.A,LaPierre,1-Dec-22,7/8/2022,Bishop,Bee,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,verticalis,Trichocorixa verticalis,"(Fieber, 1851)",adult,LaPierre,Alex,6/16/2023,1,male,mv,ABMI.A.34230,2022
W1019-D,ABMI.2022.W1019-D.A,Beamish,6-Oct-22,6/29/2022,Beamish,Kathleen,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,verticalis,Trichocorixa verticalis,"(Fieber, 1851)",adult,Tebby,Cheryl,2/14/2023,3,,mv,ABMI.A.33697,2022
CABIN-W1054-D,ABMI.2022.CABIN-W1054-D.A,LaPierre,18-Oct-22,6/29/2022,Bishop,Bee,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Trichocorixa,verticalis,Trichocorixa verticalis,"(Fieber, 1851)",adult,LaPierre,Alex,4/21/2023,1,,mv,ABMI.A.44529,2022
CABIN-W1019-D,ABMI.2022.CABIN-W1019-D.A,Beamish,13-Oct-22,6/29/2022,Shaw,Linus,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,canadensis,Haliplus canadensis,"Wallis, 1933",adult,LaPierre,Alex,2/17/2023,1,male,mv,ABMI.A.44363,2022
CABIN-W1019-D,ABMI.2022.CABIN-W1019-D.A,Beamish,13-Oct-22,6/29/2022,Shaw,Linus,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,canadensis,Haliplus canadensis,"Wallis, 1933",adult,LaPierre,Alex,2/17/2023,1,"male, broke the aedeagus but curvature is discernable",mv,ABMI.A.44359,2022
W1006,ABMI.2022.W1006.A,Beamish,16-Sep-22,7/26/2022,Beamish,Kathleen,,,,,mv,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Trichoptera,,Leptoceridae,Leptocerinae,Triaenodes,nox,Triaenodes nox,"Ross, 1941",larva,Tebby,Cheryl,1/19/2023,1,,mv,ABMI.A.33565,2022
CABIN-W1053-D,ABMI.2022.CABIN-W1053-D.A,Beamish,26-Oct-22,7/10/2022,Shaw,Linus,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Laccobius,sp.,Laccobius,"Erichson, 1837",larva,LaPierre,Alex,4/14/2023,1,,mv,ABMI.A.44479,2022
W1005,ABMI.2022.W1005.A,Hinchliffe,17-Oct-22,7/21/2022,Lachance,Rose,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Laccobius,sp.,Laccobius,"Erichson, 1837",larva,Tebby,Cheryl,2/1/2023,1,"Uncertain - frontal suture difficult to see, and mandibles appear somewhat symmetrical",mv,ABMI.A.33654,2022
W1250,ABMI.2022.W1250.A,LaPierre,1-Dec-22,7/8/2022,Bishop,Bee,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Trichoptera,,Leptoceridae,Leptocerinae,Ylodes,reuteri,Ylodes reuteri,"(McLachlan, 1880)",larva,Tebby,Cheryl,6/15/2023,1,,mv,ABMI.A.34231,2022
W1250-D,ABMI.2022.W1250-D.A,Tebby,30-Nov-22,7/8/2022,Bishop,Bee,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Trichoptera,,Leptoceridae,Leptocerinae,Ylodes,reuteri,Ylodes reuteri,"(McLachlan, 1880)",larva,Tebby,Cheryl,6/15/2023,2,,mv,ABMI.A.34251,2022
CABIN-W1249-D,ABMI.2022.CABIN-W1249-D.A,LaPierre,18-Nov-22,7/7/2022,Bishop,Bee,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Trichoptera,,Leptoceridae,Leptocerinae,Ylodes,reuteri,Ylodes reuteri,"(McLachlan, 1880)",larva,LaPierre,Alex,6/5/2023,1,Ylodes subsumed into Triaenodes,mv,ABMI.A.44894,2022
CABIN-W1038-D,ABMI.2022.CABIN-W1038-D.A,LaPierre,4-Oct-22,7/22/2022,Shaw,Linus,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Ferrissia,rivularis,Ferrissia rivularis,"Say, 1817",unknown,LaPierre,Alex,1/9/2023,4,one specimen with rounder shell,mv,ABMI.A.44115,2022
W1005,ABMI.2022.W1005.A,Hinchliffe,17-Oct-22,7/21/2022,Lachance,Rose,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Ferrissia,rivularis,Ferrissia rivularis,"Say, 1817",unknown,Tebby,Cheryl,2/1/2023,5,,mv,ABMI.A.33646,2022
CABIN-W1038,ABMI.2022.CABIN-W1038.A,Beamish,4-Oct-22,7/22/2022,Shaw,Linus,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Ferrissia,rivularis,Ferrissia rivularis,"Say, 1817",unknown,LaPierre,Alex,1/3/2023,1,,mv,ABMI.A.44076,2022
W1055,ABMI.2022.W1055.A,LaPierre,19-Oct-22,6/28/2022,Bishop,Bee,,,,,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,,Enallagma,ebrium,Enallagma ebrium,"(Hagen, 1861)",nymph,LaPierre,Alex,6/16/2023,1,male,mv,ABMI.A.44983,2022
CABIN-W1021,ABMI.2022.CABIN-W1021.A,LaPierre,14-Oct-22,6/28/2022,Beamish,Kathleen,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,LaPierre,Alex,3/15/2023,2,,mv,ABMI.A.44394,2022
W1219-D,ABMI.2022.W1219-D.A,Lachance,1-Nov-22,7/13/2022,Beamish,Kathleen,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,Tebby,Cheryl,4/13/2023,4,uncertain - females,mv,ABMI.A.33971,2022
CABIN-W1219-D,ABMI.2022.CABIN-W1219-D.A,LaPierre,3-Nov-22,7/13/2022,Lachance,Rose,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,LaPierre,Alex,5/12/2023,1,,mv,ABMI.A.44715,2022
W1219-D,ABMI.2022.W1219-D.A,Lachance,1-Nov-22,7/13/2022,Beamish,Kathleen,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,Tebby,Cheryl,5/12/2023,1,male,mv,ABMI.A.34125,2022
CABIN-W1219,ABMI.2022.CABIN-W1219.A,LaPierre,2-Nov-22,7/13/2022,Lachance,Rose,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,LaPierre,Alex,5/12/2023,1,,mv,ABMI.A.44696,2022
CABIN-W1219,ABMI.2022.CABIN-W1219.A,LaPierre,2-Nov-22,7/13/2022,Lachance,Rose,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,LaPierre,Alex,5/12/2023,6,,mv,ABMI.A.44703,2022
CABIN-W1219-D,ABMI.2022.CABIN-W1219-D.A,LaPierre,3-Nov-22,7/13/2022,Lachance,Rose,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,LaPierre,Alex,5/12/2023,5,,mv,ABMI.A.44726,2022
CABIN-W1250,ABMI.2022.CABIN-W1250.A,LaPierre,1-Dec-22,7/8/2022,Bishop,Bee,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,LaPierre,Alex,6/9/2023,2,females,mv,ABMI.A.44918,2022
W1219,ABMI.2022.W1219.A,Tebby,3-Nov-22,7/13/2022,Beamish,Kathleen,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,Tebby,Cheryl,4/13/2023,1,"female, fewer pegs on femur than usual",mv,ABMI.A.33958,2022
W1219,ABMI.2022.W1219.A,Tebby,3-Nov-22,7/13/2022,Beamish,Kathleen,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,Tebby,Cheryl,4/13/2023,2,males,mv,ABMI.A.33966,2022
CABIN-W1189,ABMI.2022.CABIN-W1189.A,Hinchliffe,24-Oct-22,7/14/2022,Beamish,Kathleen,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,LaPierre,Alex,5/5/2023,1,,mv,ABMI.A.44659,2022
W1250,ABMI.2022.W1250.A,LaPierre,1-Dec-22,7/8/2022,Bishop,Bee,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,Tebby,Cheryl,6/15/2023,1,,mv,ABMI.A.34221,2022
W1250-D,ABMI.2022.W1250-D.A,Tebby,30-Nov-22,7/8/2022,Bishop,Bee,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,"(Hungerford, 1926)",adult,Tebby,Cheryl,6/15/2023,1,"female, teneral",mv,ABMI.A.34236,2022
W1054-D,ABMI.2022.W1054-D.A,Tebby,20-Oct-22,6/29/2022,Bishop,Bee,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Sigara,bicoloripennis,Sigara bicoloripennis,"(Walley, 1936)",adult,Tebby,Cheryl,3/31/2023,3,2 females 1 male,mv,ABMI.A.33899,2022
CABIN-W1219,ABMI.2022.CABIN-W1219.A,LaPierre,2-Nov-22,7/13/2022,Lachance,Rose,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Corixinae,Sigara,bicoloripennis,Sigara bicoloripennis,"(Walley, 1936)",adult,LaPierre,Alex,5/12/2023,1,,mv,ABMI.A.44706,2022
