Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Location,Time,Depth (metres),Temperature (Degrees Celsius),pH,Dissolved Oxygen (milligrams/Litre),Conductivity (mSiemens/cm),Salinity (parts per thousand),Total Nitrogen (micrograms/Litre),Total Phosphorous (micrograms/Litre),Dissolved Organic Carbon (milligrams/Litre),Turbidity
Rotation 1,642,2012,5-Jul-12,CMA2,Position 2,PNA,1.7,20.01,6.57,7.3,VNA,0.04,920,111,13.8,PNA
Rotation 1,642,2012,5-Jul-12,CMA2,Position 3,PNA,1.5,19.09,6.61,7.38,VNA,0.04,920,111,13.8,PNA
Rotation 1,643,2012,6-Jul-12,CMA2,Deepest Point,PNA,1.1,19.77,6.07,2.32,VNA,DNC,2616,573,45.4,PNA
Rotation 1,643,2012,6-Jul-12,CMA2,Position 2,PNA,1,19.77,5.79,2.35,VNA,DNC,2616,573,45.4,PNA
Rotation 1,643,2012,6-Jul-12,CMA2,Position 3,PNA,1,19.89,5.75,2.7,VNA,DNC,2616,573,45.4,PNA
Rotation 1,644,2012,7-Jul-12,CMA2,Deepest Point,PNA,1.2,21.45,6.76,8.64,VNA,0.06,2864,91,65.6,PNA
Rotation 1,644,2012,7-Jul-12,CMA2,Position 2,PNA,1.1,22.01,6.71,8.59,VNA,0.06,2864,91,65.6,PNA
Rotation 1,644,2012,7-Jul-12,CMA2,Position 3,PNA,1.1,21.61,6.68,8.17,VNA,0.06,2864,91,65.6,PNA
Rotation 1,666,2012,7-Jul-12,MMA2,Deepest Point,PNA,1.7,18.07,4.94,6.96,VNA,0.02,1416,144,30.5,PNA
Rotation 1,666,2012,7-Jul-12,MMA2,Position 2,PNA,1.6,17.53,5.61,6.42,VNA,0.02,1416,144,30.5,PNA
Rotation 1,666,2012,7-Jul-12,MMA2,Position 3,PNA,1.5,17.51,4.43,6.51,VNA,0.02,1416,144,30.5,PNA
Rotation 1,667,2012,1-Jul-12,MB02,Deepest Point,PNA,2.2,19.57,8.73,8.05,VNA,0.02,1168,23,18,PNA
Rotation 1,667,2012,1-Jul-12,MB02,Position 2,PNA,1.9,19.56,8.63,8.17,VNA,0.02,1168,23,18,PNA
Rotation 1,667,2012,1-Jul-12,MB02,Position 3,PNA,1.8,19.57,8.62,8.15,VNA,0.02,1168,23,18,PNA
Rotation 1,668,2012,6-Jul-12,MB02,Deepest Point,PNA,7.3,18.88,8.47,5.96,VNA,0.02,708,24,10.4,PNA
Rotation 1,668,2012,6-Jul-12,MB02,Position 2,PNA,5.9,19.01,8.16,5.99,VNA,0.02,708,24,10.4,PNA
Rotation 1,668,2012,6-Jul-12,MB02,Position 3,PNA,5.2,19.7,8.12,5.84,VNA,0.02,708,24,10.4,PNA
Rotation 1,671,2012,20-Jul-12,AWI,Deepest Point,PNA,2.7,18.89,7.3,6.36,VNA,0.03,1092,39,28.3,PNA
Rotation 1,671,2012,20-Jul-12,AWI,Position 2,PNA,2,18.9,7.24,6.35,VNA,0.03,1092,39,28.3,PNA
Rotation 1,671,2012,20-Jul-12,AWI,Position 3,PNA,1.1,19.21,7.26,6.71,VNA,0.03,1092,39,28.3,PNA
Rotation 1,673,2012,16-Jul-12,CMA2,Deepest Point,PNA,2.1,22.66,9.57,8.03,VNA,0.14,540,223,20.2,PNA
Rotation 1,673,2012,16-Jul-12,CMA2,Position 2,PNA,1.3,23.78,10,12.19,VNA,0.14,540,223,20.2,PNA
Rotation 1,673,2012,16-Jul-12,CMA2,Position 3,PNA,1.2,23.3,9.98,11.8,VNA,0.14,540,223,20.2,PNA
Rotation 1,674,2012,17-Jul-12,CMA2,Deepest Point,PNA,1.2,20.48,6.74,2.54,VNA,0.09,517,90,32.5,PNA
Rotation 1,674,2012,17-Jul-12,CMA2,Position 2,PNA,1,20.82,7.08,4.24,VNA,0.09,517,90,32.5,PNA
Rotation 1,674,2012,17-Jul-12,CMA2,Position 3,PNA,0.8,20.58,6.31,1.69,VNA,0.1,517,90,32.5,PNA
Rotation 1,675,2012,18-Jul-12,CMA2,Deepest Point,PNA,1.4,17.6,6.11,0.91,VNA,0.05,1620,115,31.7,PNA
Rotation 1,675,2012,18-Jul-12,CMA2,Position 2,PNA,1.4,17.8,5.59,1.83,VNA,0.05,1620,115,31.7,PNA
Rotation 1,675,2012,18-Jul-12,CMA2,Position 3,PNA,1.7,17.42,5.35,1.14,VNA,0.07,1620,115,31.7,PNA
Rotation 1,704,2012,17-Jul-12,CMA2,Deepest Point,PNA,7.5,20.88,7.04,5.39,VNA,0.16,2044,99,18.5,PNA
Rotation 1,704,2012,17-Jul-12,CMA2,Position 2,PNA,7.8,20.88,7.02,5.23,VNA,0.16,2044,99,18.5,PNA
Rotation 1,704,2012,17-Jul-12,CMA2,Position 3,PNA,7.3,20.95,7.03,5.05,VNA,0.16,2044,99,18.5,PNA
Rotation 1,705,2012,21-Jul-12,CMA2,Deepest Point,PNA,1.2,20.81,6.83,5.97,VNA,0.07,1972,283,32.6,PNA
Rotation 1,705,2012,21-Jul-12,CMA2,Position 2,PNA,0.8,20.76,6.69,6.32,VNA,0.07,1972,283,32.6,PNA
Rotation 1,705,2012,21-Jul-12,CMA2,Position 3,PNA,0.9,20.53,6.51,5.41,VNA,0.07,1972,283,32.6,PNA
Rotation 1,706,2012,22-Jul-12,MB02,Deepest Point,PNA,1.3,17.68,8.58,3.56,VNA,0.48,2400,129,62.3,PNA
Rotation 1,706,2012,22-Jul-12,MB02,Position 2,PNA,0.5,19.25,10.27,6.57,VNA,0.4,2400,129,62.3,PNA
Rotation 1,706,2012,22-Jul-12,MB02,Position 3,PNA,0.5,21.74,9.92,5.1,VNA,0.4,2400,129,62.3,PNA
Rotation 1,735,2012,22-Jul-12,CMA2,Deepest Point,PNA,2.4,20.82,6.8,5.92,VNA,0.07,17800,66,30.9,PNA
Rotation 1,735,2012,22-Jul-12,CMA2,Position 2,PNA,2.5,20.68,6.58,5.41,VNA,0.07,17800,66,30.9,PNA
Rotation 1,735,2012,22-Jul-12,CMA2,Position 3,PNA,2.3,20.7,6.53,5.22,VNA,0.07,17800,66,30.9,PNA
Rotation 1,736,2012,23-Jul-12,CMA2,Deepest Point,PNA,1.4,22.05,7.11,8.78,VNA,0.04,2076,167,52.3,PNA
Rotation 1,736,2012,23-Jul-12,CMA2,Position 2,PNA,1.4,21.74,VNA,7.84,VNA,0.04,2076,167,52.3,PNA
Rotation 1,736,2012,23-Jul-12,CMA2,Position 3,PNA,1.3,21.15,VNA,7.45,VNA,0.04,2076,167,52.3,PNA
Rotation 1,737,2012,24-Jul-12,CMA2,Deepest Point,PNA,3.1,20.66,7.77,7.58,VNA,0.09,1280,49,22.4,PNA
Rotation 1,737,2012,24-Jul-12,CMA2,Position 2,PNA,2.5,20.53,7.84,7.13,VNA,0.09,1280,49,22.4,PNA
Rotation 1,737,2012,24-Jul-12,CMA2,Position 3,PNA,1.8,20.67,7.84,7.1,VNA,0.09,1280,49,22.4,PNA
Rotation 1,794,2012,6-Jul-12,DAN,Deepest Point,PNA,2.2,18.52,7.22,5.62,VNA,0.05,876,17,20.4,PNA
Rotation 1,794,2012,6-Jul-12,DAN,Position 2,PNA,2,18.75,7.26,5.56,VNA,0.06,876,17,20.4,PNA
Rotation 1,794,2012,6-Jul-12,DAN,Position 3,PNA,2.1,18.76,7.3,5.11,VNA,0.06,876,17,20.4,PNA
Rotation 1,826,2012,8-Jul-12,DAN,Deepest Point,PNA,1.4,22.53,7.84,7.15,VNA,0.1,2700,76,50,PNA
Rotation 1,826,2012,8-Jul-12,DAN,Position 2,PNA,1.4,22.86,7.98,7.88,VNA,0.1,2700,76,50,PNA
Rotation 1,826,2012,8-Jul-12,DAN,Position 3,PNA,1.3,22.86,8,8,VNA,0.1,2700,76,50,PNA
Rotation 1,828,2012,2-Jul-12,DAN,Deepest Point,PNA,2.1,22.9,8.16,9.19,VNA,0.06,1324,14,20.5,PNA
Rotation 1,828,2012,2-Jul-12,DAN,Position 2,PNA,1.9,22.3,8.22,9.21,VNA,0.06,1324,14,20.5,PNA
Rotation 1,828,2012,2-Jul-12,DAN,Position 3,PNA,1.8,22.29,8.07,8.9,VNA,0.06,1324,14,20.5,PNA
Rotation 1,829,2012,3-Jul-12,DAN,Deepest Point,PNA,1.7,21.56,7.23,7.04,VNA,0.05,1472,29,24.9,PNA
Rotation 1,829,2012,3-Jul-12,DAN,Position 2,PNA,1.6,21.49,7.41,7.59,VNA,0.05,1472,29,24.9,PNA
Rotation 1,829,2012,3-Jul-12,DAN,Position 3,PNA,1.8,21.63,7.49,7.65,VNA,0.05,1472,29,24.9,PNA
Rotation 1,858,2012,6-Jul-12,DAN,Deepest Point,PNA,1.9,18.33,7.83,4.65,VNA,0.05,1516,45,31.9,PNA
Rotation 1,858,2012,6-Jul-12,DAN,Position 2,PNA,1.8,18.8,7.63,5.04,VNA,0.05,1516,45,31.9,PNA
Rotation 1,858,2012,6-Jul-12,DAN,Position 3,PNA,1.7,18.22,7.51,4.3,VNA,0.05,1516,45,31.9,PNA
Rotation 1,859,2012,5-Jul-12,DAN,Deepest Point,PNA,1.2,19.87,8.17,8.37,VNA,0.15,853,10,19,PNA
Rotation 1,859,2012,5-Jul-12,DAN,Position 2,PNA,1.1,19.98,8.24,8.44,VNA,0.15,853,10,19,PNA
Rotation 1,859,2012,5-Jul-12,DAN,Position 3,PNA,1.1,20.02,8.25,8.42,VNA,0.15,853,10,19,PNA
Rotation 1,860,2012,4-Jul-12,DAN,Deepest Point,PNA,1,18.49,7.94,5.56,VNA,0.26,5000,65,50.7,PNA
Rotation 1,860,2012,4-Jul-12,DAN,Position 2,PNA,0.9,18.41,7.81,3.92,VNA,0.27,5000,65,50.7,PNA
Rotation 1,860,2012,4-Jul-12,DAN,Position 3,PNA,0.8,18.36,7.77,3.45,VNA,0.27,5000,65,50.7,PNA
Rotation 1,861,2012,1-Jul-12,DAN,Deepest Point,PNA,1.2,21.98,8.63,7.44,VNA,0.63,3108,102,42.8,PNA
Rotation 1,861,2012,1-Jul-12,DAN,Position 2,PNA,1.2,21.96,8.74,9.95,VNA,0.63,3108,102,42.8,PNA
Rotation 1,861,2012,1-Jul-12,DAN,Position 3,PNA,0.9,22.12,8.71,10.76,VNA,0.63,3108,102,42.8,PNA
Rotation 1,1362,2012,1-Jul-12,BFU,Deepest Point,PNA,0.7,22.98,9.25,8.18,VNA,1.93,5320,2420,65.4,PNA
Rotation 1,1362,2012,1-Jul-12,BFU,Position 2,PNA,0.7,23.17,9.28,8.26,VNA,1.92,5320,2420,65.4,PNA
Rotation 1,1362,2012,1-Jul-12,BFU,Position 3,PNA,0.6,23.04,9.37,8.83,VNA,1.89,5320,2420,65.4,PNA
Rotation 1,1363,2012,2-Jul-12,BFU,Deepest Point,PNA,1.1,23.52,10.72,12,VNA,0.53,3564,736,42.4,PNA
Rotation 1,1363,2012,2-Jul-12,BFU,Position 2,PNA,1.1,23.45,10.74,12.01,VNA,0.53,3564,736,42.4,PNA
Rotation 1,1363,2012,2-Jul-12,BFU,Position 3,PNA,1.1,23.42,10.78,12.36,VNA,0.53,3564,736,42.4,PNA
Rotation 1,1364,2012,3-Jul-12,BFU,Deepest Point,PNA,2.2,19.8,9.84,7.52,VNA,0.22,4040,978,30.2,PNA
Rotation 1,1364,2012,3-Jul-12,BFU,Position 2,PNA,2.2,19.9,9.87,7.71,VNA,0.22,4040,978,30.2,PNA
Rotation 1,1364,2012,3-Jul-12,BFU,Position 3,PNA,2.2,19.94,9.86,7.36,VNA,0.22,4040,978,30.2,PNA
Rotation 1,1368,2012,5-Jul-12,EJA,Deepest Point,PNA,2.6,16.54,7.83,7.33,VNA,0.27,1616,242,16.9,PNA
Rotation 1,1368,2012,5-Jul-12,EJA,Position 2,PNA,2.5,16.64,7.86,7.74,VNA,0.27,1616,242,16.9,PNA
Rotation 1,1368,2012,5-Jul-12,EJA,Position 3,PNA,2.4,16.69,7.85,7.64,VNA,0.27,1616,242,16.9,PNA
Rotation 1,1369,2012,6-Jul-12,EJA,Deepest Point,PNA,1.8,18.39,8.76,12.61,VNA,0.9,3188,2500,37.7,PNA
Rotation 1,1369,2012,6-Jul-12,EJA,Position 2,PNA,1.7,18.44,8.84,12.51,VNA,0.9,3188,2500,37.7,PNA
Rotation 1,1369,2012,6-Jul-12,EJA,Position 3,PNA,1.7,18.65,8.87,12.13,VNA,0.9,3188,2500,37.7,PNA
Rotation 1,1370,2012,1-Jul-12,EJA,Deepest Point,PNA,0.7,19.31,7.08,8.2,VNA,0.46,2568,1790,30.6,PNA
Rotation 1,1370,2012,1-Jul-12,EJA,Position 2,PNA,0.6,19.06,7.51,8.26,VNA,0.46,2568,1790,30.6,PNA
Rotation 1,1370,2012,1-Jul-12,EJA,Position 3,PNA,0.6,19.18,7.57,8.61,VNA,0.46,2568,1790,30.6,PNA
Rotation 1,1387,2012,4-Jul-12,BFU,Deepest Point,PNA,2.7,20.27,10.52,9.87,VNA,0.35,3964,545,38.6,PNA
Rotation 1,1387,2012,4-Jul-12,BFU,Position 2,PNA,2.5,21.31,10.56,10.74,VNA,0.35,3964,545,38.6,PNA
Rotation 1,1387,2012,4-Jul-12,BFU,Position 3,PNA,2.6,21.71,10.56,10.92,VNA,0.35,3964,545,38.6,PNA
Rotation 1,1388,2012,5-Jul-12,BFU,Deepest Point,PNA,0.9,17.58,8.37,1.22,VNA,0.45,4200,787,40.5,PNA
Rotation 1,1388,2012,5-Jul-12,BFU,Position 2,PNA,0.8,16.63,8.52,1.77,VNA,0.45,4200,787,40.5,PNA
Rotation 1,1388,2012,5-Jul-12,BFU,Position 3,PNA,0.9,16.96,8.45,0.61,VNA,0.45,4200,787,40.5,PNA
Rotation 1,1389,2012,6-Jul-12,RSY,Deepest Point,PNA,2.2,19.43,9.68,13.19,VNA,0.37,2564,810,23,PNA
Rotation 1,1389,2012,6-Jul-12,RSY,Position 2,PNA,1.7,20.11,9.66,12.82,VNA,0.36,2564,810,23,PNA
Rotation 1,1389,2012,6-Jul-12,RSY,Position 3,PNA,1.3,19.09,9.4,12.04,VNA,0.35,2564,810,23,PNA
Rotation 1,1393,2012,2-Jul-12,EJA,Deepest Point,PNA,3.2,21.13,8.5,7.44,VNA,0.25,2072,629,20.8,PNA
Rotation 1,1393,2012,2-Jul-12,EJA,Position 2,PNA,2.4,21.12,8.78,7.24,VNA,0.25,2072,629,20.8,PNA
Rotation 1,1393,2012,2-Jul-12,EJA,Position 3,PNA,2.7,21.3,8.94,7.74,VNA,0.25,2072,629,20.8,PNA
Rotation 1,1394,2012,4-Jul-12,EJA,Deepest Point,PNA,2.6,17.68,7.58,6.55,VNA,0.58,1416,479,15.1,PNA
Rotation 1,1394,2012,4-Jul-12,EJA,Position 2,PNA,2.2,17.65,7.62,6.46,VNA,0.58,1416,479,15.1,PNA
Rotation 1,1394,2012,4-Jul-12,EJA,Position 3,PNA,2.3,17.62,7.64,6.45,VNA,0.59,1416,479,15.1,PNA
Rotation 1,1411,2012,7-Jul-12,BFU,Deepest Point,PNA,3,18.67,10.09,7.98,VNA,0.19,4120,694,187,PNA
Rotation 1,1411,2012,7-Jul-12,BFU,Position 2,PNA,3,22.01,10.37,14.09,VNA,0.19,4120,694,187,PNA
Rotation 1,1411,2012,7-Jul-12,BFU,Position 3,PNA,2.9,22.09,10.49,15.35,VNA,0.19,4120,694,187,PNA
Rotation 1,1412,2012,8-Jul-12,BFU,Deepest Point,PNA,1.7,22.45,10.06,8.3,VNA,0.16,2912,1090,27.5,PNA
Rotation 1,1412,2012,8-Jul-12,BFU,Position 2,PNA,2.6,21.9,10.07,8.25,VNA,0.16,2912,1090,27.5,PNA
Rotation 1,1412,2012,8-Jul-12,BFU,Position 3,PNA,2.6,22.43,10.05,8.67,VNA,0.16,2912,1090,27.5,PNA
Rotation 1,1413,2012,9-Jul-12,BFU,Deepest Point,PNA,2.2,22.72,10.12,7.03,VNA,0.09,1568,550,16.6,PNA
Rotation 1,1413,2012,9-Jul-12,BFU,Position 2,PNA,2.2,24.11,10.4,8.84,VNA,0.09,1568,550,16.6,PNA
Rotation 1,1413,2012,9-Jul-12,BFU,Position 3,PNA,2.1,24.71,10.27,9.4,VNA,0.09,1568,550,16.6,PNA
Rotation 1,1417,2012,18-Jul-12,CHA,Deepest Point,PNA,3.4,20.16,10.41,4.6,VNA,0.14,2150,213,22.8,PNA
Rotation 1,1417,2012,18-Jul-12,CHA,Position 2,PNA,2,20.5,10.52,6.13,VNA,0.14,2150,213,22.8,PNA
Rotation 1,1417,2012,18-Jul-12,CHA,Position 3,PNA,1.7,20.37,10.5,6.17,VNA,0.14,2150,213,22.8,PNA
Rotation 1,1418,2012,7-Jul-12,EJA,Deepest Point,PNA,3.8,23.14,6.83,11.08,VNA,0.23,2808,404,21.5,PNA
Rotation 1,1418,2012,7-Jul-12,EJA,Position 2,PNA,3.5,23.02,6.81,11.71,VNA,0.23,2808,404,21.5,PNA
Rotation 1,1418,2012,7-Jul-12,EJA,Position 3,PNA,3.3,22.3,6.82,12.02,VNA,0.23,2808,404,21.5,PNA
Rotation 1,1419,2012,8-Jul-12,EJA,Deepest Point,PNA,6.5,18.6,6.87,7.33,VNA,0.54,2596,552,23.8,PNA
Rotation 1,1419,2012,8-Jul-12,EJA,Position 2,PNA,6,18.7,6.9,7.7,VNA,0.53,2596,552,23.8,PNA
Rotation 1,1419,2012,8-Jul-12,EJA,Position 3,PNA,4.2,18.9,6.9,7.5,VNA,0.53,2596,552,23.8,PNA
Rotation 1,1440,2012,19-Jul-12,CHA,Deepest Point,PNA,3.3,20.6,7.07,0.25,VNA,0.08,4400,285,19.9,PNA
Rotation 1,1440,2012,19-Jul-12,CHA,Position 2,PNA,2,21.36,7.17,0.13,VNA,0.08,4400,285,19.9,PNA
Rotation 1,1440,2012,19-Jul-12,CHA,Position 3,PNA,2,20.13,7,0.08,VNA,0.08,4400,285,19.9,PNA
Rotation 1,1441,2012,1-Jul-12,CHA,Deepest Point,PNA,1.8,22.58,9.76,5.84,VNA,4.73,5200,163,59.1,PNA
Rotation 1,1441,2012,1-Jul-12,CHA,Position 2,PNA,1.7,22.53,9.75,5.45,VNA,4.74,5200,163,59.1,PNA
Rotation 1,1441,2012,1-Jul-12,CHA,Position 3,PNA,1.7,22.22,9.76,5.51,VNA,4.74,5200,163,59.1,PNA
Rotation 1,1442,2012,3-Jul-12,CHA,Deepest Point,PNA,3.2,21.01,8.5,5.06,VNA,0.45,2092,92,28,PNA
Rotation 1,1442,2012,3-Jul-12,CHA,Position 2,PNA,2.9,21.12,8.95,6.4,VNA,0.45,2092,92,28,PNA
Rotation 1,1442,2012,3-Jul-12,CHA,Position 3,PNA,2.1,21.16,9,6.78,VNA,0.45,2092,92,28,PNA
Rotation 1,1462,2012,4-Jul-12,CHA,Deepest Point,PNA,5.6,16.8,10.98,6.45,VNA,0.17,3184,478,27.8,PNA
Rotation 1,1462,2012,4-Jul-12,CHA,Position 2,PNA,3.7,16.2,10.99,6.36,VNA,0.17,3184,478,27.8,PNA
Rotation 1,1462,2012,4-Jul-12,CHA,Position 3,PNA,1.8,16.52,10.99,6.97,VNA,0.17,3184,478,27.8,PNA
Rotation 1,1463,2012,5-Jul-12,CHA,Deepest Point,PNA,2.5,18.02,9.15,7.75,VNA,0.24,800,53,9.9,PNA
Rotation 1,1463,2012,5-Jul-12,CHA,Position 2,PNA,2.1,18.07,9.17,7.69,VNA,0.24,800,53,9.9,PNA
Rotation 1,1463,2012,5-Jul-12,CHA,Position 3,PNA,1.8,18.15,9.18,7.86,VNA,0.24,800,53,9.9,PNA
Rotation 1,1464,2012,6-Jul-12,CHA,Deepest Point,PNA,0.7,23.73,11.57,11.29,VNA,1.04,1408,51,16.9,PNA
Rotation 1,1464,2012,6-Jul-12,CHA,Position 2,PNA,0.6,23.85,11.55,11.35,VNA,1.03,1408,51,16.9,PNA
Rotation 1,1464,2012,6-Jul-12,CHA,Position 3,PNA,0.4,23.7,11.65,11.45,VNA,1.04,1408,51,16.9,PNA
Rotation 1,1483,2012,23-Jul-12,CHA,Deepest Point,PNA,1,21.23,11.22,5.24,VNA,24.67,6080,102,191.9,PNA
Rotation 1,1483,2012,23-Jul-12,CHA,Position 2,PNA,0.9,18.03,10.9,1.56,VNA,24.76,6080,102,191.9,PNA
Rotation 1,1483,2012,23-Jul-12,CHA,Position 3,PNA,0.9,18.01,11.11,2.1,VNA,24.9,6080,102,191.9,PNA
Rotation 1,1484,2012,24-Jul-12,CHA,Deepest Point,PNA,0.9,19.41,10.47,7.27,VNA,7.48,4560,34,207.6,PNA
Rotation 1,1484,2012,24-Jul-12,CHA,Position 2,PNA,0.9,19.43,10.47,7.06,VNA,7.49,4560,34,207.6,PNA
Rotation 1,1484,2012,24-Jul-12,CHA,Position 3,PNA,0.8,19.43,10.46,7.12,VNA,7.48,4560,34,207.6,PNA
Rotation 1,1485,2012,25-Jul-12,CHA,Deepest Point,PNA,0.3,22.99,11.35,12.4,VNA,3.28,7920,310,474.4,PNA
Rotation 1,1485,2012,25-Jul-12,CHA,Position 2,PNA,0.3,23.26,11.32,12.07,VNA,3.28,7920,310,474.4,PNA
Rotation 1,1485,2012,25-Jul-12,CHA,Position 3,PNA,0.3,23.47,11.3,11.85,VNA,3.3,7920,310,474.4,PNA
Rotation 1,1494,2012,23-Jun-12,CHA,Deepest Point,PNA,1.6,18.24,10.32,7.65,VNA,0.58,4560,112,52.7,PNA
Rotation 1,1494,2012,23-Jun-12,CHA,Position 2,PNA,2.1,17.5,10.25,5.8,VNA,0.58,4560,112,52.7,PNA
Rotation 1,1494,2012,23-Jun-12,CHA,Position 3,PNA,0.6,19.18,10.64,9.67,VNA,0.58,4560,112,52.7,PNA
Rotation 1,1495,2012,26-Jun-12,CHA,Deepest Point,PNA,3.7,17.58,10.87,8.03,VNA,0.2,684,23,6.1,PNA
Rotation 1,1495,2012,26-Jun-12,CHA,Position 2,PNA,2.4,17.6,10.89,8.21,VNA,0.2,684,23,6.1,PNA
Rotation 1,1495,2012,26-Jun-12,CHA,Position 3,PNA,1.2,17.45,11.01,8.73,VNA,0.2,684,23,6.1,PNA
Rotation 1,1496,2012,24-Jun-12,CHA,Deepest Point,PNA,1.6,16.15,8.98,10.35,VNA,0.38,6280,37,7.3,PNA
Rotation 1,1496,2012,24-Jun-12,CHA,Position 2,PNA,1.6,16.41,9.09,10.64,VNA,0.37,6280,37,7.3,PNA
Rotation 1,1496,2012,24-Jun-12,CHA,Position 3,PNA,0.6,16.1,8.99,10.09,VNA,0.37,6280,37,7.3,PNA
Rotation 1,1513,2012,25-Jun-12,CHA,Deepest Point,PNA,0.9,18.3,9.87,8.93,VNA,3.3,4560,407,50.6,PNA
Rotation 1,1513,2012,25-Jun-12,CHA,Position 2,PNA,0.8,18.18,9.87,9.3,VNA,3.3,4560,407,50.6,PNA
Rotation 1,1513,2012,25-Jun-12,CHA,Position 3,PNA,0.8,18.33,9.87,9.95,VNA,3.31,4560,407,50.6,PNA
Rotation 1,1514,2012,24-Jun-12,RSY,Deepest Point,PNA,1,16.33,9.55,3.99,VNA,0.74,3244,1070,81.4,PNA
Rotation 1,1514,2012,24-Jun-12,RSY,Position 2,PNA,0.9,16.46,9.61,4.05,VNA,0.74,3244,1070,81.4,PNA
Rotation 1,1514,2012,24-Jun-12,RSY,Position 3,PNA,0.8,16.46,9.62,3.67,VNA,0.74,3244,1070,81.4,PNA
Rotation 1,1515,2012,25-Jun-12,RSY,Deepest Point,PNA,2,18.6,9.59,8.77,VNA,1.18,3724,1010,53.7,PNA
Rotation 1,1515,2012,25-Jun-12,RSY,Position 2,PNA,1.8,18.67,9.54,8.94,VNA,1.18,3724,1010,53.7,PNA
Rotation 1,1515,2012,25-Jun-12,RSY,Position 3,PNA,1.7,18.93,9.58,9.57,VNA,1.18,3724,1010,53.7,PNA
Rotation 1,1532,2012,26-Jun-12,RSY,Deepest Point,PNA,1.7,17.63,9.83,8.54,VNA,0.3,2132,1040,30.8,PNA
Rotation 1,1532,2012,26-Jun-12,RSY,Position 2,PNA,1.7,17.52,9.78,7.57,VNA,0.31,2132,1040,30.8,PNA
Rotation 1,1532,2012,26-Jun-12,RSY,Position 3,PNA,1.5,17.49,9.76,7.42,VNA,0.31,2132,1040,30.8,PNA
Rotation 1,1533,2012,23-Jun-12,BFU,Deepest Point,PNA,2.4,18.33,9.02,7.54,VNA,3.21,4120,3660,196.9,PNA
Rotation 1,1533,2012,23-Jun-12,BFU,Position 2,PNA,2.3,18.44,9.01,7.68,VNA,3.21,4120,3660,196.9,PNA
Rotation 1,1533,2012,23-Jun-12,BFU,Position 3,PNA,2.3,18.51,9,7.73,VNA,3.21,4120,3660,196.9,PNA
Rotation 1,1534,2012,16-Jul-12,CHA,Deepest Point,PNA,1.3,20.47,9.8,3.86,VNA,0.78,4920,1260,40,PNA
Rotation 1,1534,2012,16-Jul-12,CHA,Position 2,PNA,1.2,20.56,9.83,3.98,VNA,0.78,4920,1260,40,PNA
Rotation 1,1534,2012,16-Jul-12,CHA,Position 3,PNA,1.2,20.75,9.85,4.51,VNA,0.78,4920,1260,40,PNA
Rotation 1,1541,2012,21-Jul-12,CHA,Deepest Point,PNA,2.8,21.38,10.84,4.89,VNA,0.61,3120,405,31.2,PNA
Rotation 1,1541,2012,21-Jul-12,CHA,Position 2,PNA,2.6,21.62,10.85,5.18,VNA,0.61,3120,405,31.2,PNA
Rotation 1,1541,2012,21-Jul-12,CHA,Position 3,PNA,1.4,21.64,10.84,5.77,VNA,0.61,3120,405,31.2,PNA
Rotation 1,1562,2012,16-Jun-12,BFU,Deepest Point,PNA,2.8,14.67,9.82,11.62,VNA,0.95,5880,363,29.8,PNA
Rotation 1,1562,2012,16-Jun-12,BFU,Position 2,PNA,2.1,14.51,9.81,11.46,VNA,0.95,5880,363,29.8,PNA
Rotation 1,1562,2012,16-Jun-12,BFU,Position 3,PNA,1.4,14.46,9.8,11.66,VNA,0.95,5880,363,29.8,PNA
Rotation 1,1563,2012,15-Jun-12,BFU,Deepest Point,PNA,4.5,14.99,9.38,9.32,VNA,0.44,1028,193,11.9,PNA
Rotation 1,1563,2012,15-Jun-12,BFU,Position 2,PNA,4.5,15.06,9.34,8.94,VNA,0.44,1028,193,11.9,PNA
Rotation 1,1563,2012,15-Jun-12,BFU,Position 3,PNA,5.5,15.17,9.29,8.84,VNA,0.44,1028,193,11.9,PNA
Rotation 1,1579,2012,15-Jun-12,CHA,Deepest Point,PNA,2.9,22.75,9.63,7.14,VNA,0.41,1632,198,17.8,PNA
Rotation 1,1579,2012,15-Jun-12,CHA,Position 2,PNA,2.7,22.62,9.65,7.02,VNA,0.41,1632,198,17.8,PNA
Rotation 1,1579,2012,15-Jun-12,CHA,Position 3,PNA,2.8,22.62,9.64,6.97,VNA,0.41,1632,198,17.8,PNA
Rotation 1,1580,2012,16-Jun-12,CHA,Deepest Point,PNA,2.7,14.28,9.12,6.66,VNA,0.48,1680,31,20.5,PNA
Rotation 1,1580,2012,16-Jun-12,CHA,Position 2,PNA,2.7,14.31,9.12,6.6,VNA,0.48,1680,31,20.5,PNA
Rotation 1,1580,2012,16-Jun-12,CHA,Position 3,PNA,2.6,14.31,9.11,6.68,VNA,0.48,1680,31,20.5,PNA
Rotation 1,1596,2012,15-Jun-12,EJA,Deepest Point,PNA,3.1,15.5,8.55,9.11,VNA,0.6,1056,112,12.7,PNA
Rotation 1,1596,2012,15-Jun-12,EJA,Position 2,PNA,2.9,15.53,8.72,8.85,VNA,0.6,1056,112,12.7,PNA
Rotation 1,1596,2012,15-Jun-12,EJA,Position 3,PNA,3.6,15.64,8.74,8.76,VNA,0.6,1056,112,12.7,PNA
