Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Location,Time,Depth (metres),Temperature (Degrees Celsius),pH,Dissolved Oxygen (milligrams/Litre),Conductivity (mSiemens/cm),Salinity (parts per thousand),Total Nitrogen (micrograms/Litre),Total Phosphorous (micrograms/Litre),Dissolved Organic Carbon (milligrams/Litre),Turbidity
Rotation 2,1515,2017,9-Jul-17,RBU,Deepest Point,13:00,0.8,26.27,8.5,8.47,3.57,1.88,6000,1480,65,<8.3
Rotation 2,1515,2017,9-Jul-17,RBU,Position 2,13:00,0.7,26.67,8.53,9.15,3.57,1.87,6000,1480,65,<8.3
Rotation 2,1515,2017,9-Jul-17,RBU,Position 3,13:00,0.7,27.6,8.69,15.5,3.55,1.86,6000,1480,65,<8.3
Rotation 2,1532,2017,8-Jul-17,RBU,Deepest Point,13:00,1.6,23.72,9.81,12.08,0.668,0.33,1495,61,21,<8.3
Rotation 2,1532,2017,8-Jul-17,RBU,Position 2,13:00,1.5,24,9.9,14.22,0.671,0.33,1495,61,21,<8.3
Rotation 2,1532,2017,8-Jul-17,RBU,Position 3,13:00,0.4,24.83,9.97,15.5,0.672,0.33,1495,61,21,<8.3
Rotation 2,1533,2017,5-Jul-17,RBU,Deepest Point,13:11,1.3,21.96,8.96,9.35,13.8,7.95,6600,3744,134,<8.3
Rotation 2,1533,2017,5-Jul-17,RBU,Position 2,13:11,1.2,22.02,8.96,8.36,13.8,7.94,6600,3744,134,<8.3
Rotation 2,1533,2017,5-Jul-17,RBU,Position 3,13:11,1.1,22.58,8.95,8.43,13.81,7.95,6600,3744,134,<8.3
Rotation 2,1534,2017,10-Jul-17,RBU,Deepest Point,13:10,0.5,20.26,9.05,6.21,0.452,0.22,3640,1190,140,<8.3
Rotation 2,1534,2017,10-Jul-17,RBU,Position 2,13:10,0.5,21.5,8.67,9.28,0.58,0.28,3640,1190,140,<8.3
Rotation 2,1534,2017,10-Jul-17,RBU,Position 3,13:10,0.3,22.54,8.32,8.17,0.618,0.3,3640,1190,140,<8.3
Rotation 1,1546,2017,24-Jul-17,KTO,Deepest Point,12:50,25.6,10.79,7.89,8.98,0.22,0.1,340,13,2,<8.3
Rotation 1,1546,2017,24-Jul-17,KTO,Position 2,12:50,26.1,10.82,7.97,8.93,0.221,0.1,340,13,2,<8.3
Rotation 1,1546,2017,24-Jul-17,KTO,Position 3,12:50,25.5,10.83,8.02,9.03,0.22,0.1,340,13,2,<8.3
Rotation 2,1559,2017,4-Jul-17,MMA3,Deepest Point,13:00,2.8,20.07,8.74,8.09,0.773,0.38,6300,849,36,<8.3
Rotation 2,1559,2017,4-Jul-17,MMA3,Position 2,13:00,2.4,20.06,8.74,8.17,0.772,0.38,6300,849,36,<8.3
Rotation 2,1559,2017,4-Jul-17,MMA3,Position 3,13:00,1.9,19.89,8.72,7.83,0.773,0.38,6300,849,36,8.9
Rotation 2,1560,2017,26-Jun-17,MMA3,Deepest Point,13:00,1.1,18.55,10.43,14.87,0.549,0.27,1845,252,20,<8.3
Rotation 2,1560,2017,26-Jun-17,MMA3,Position 2,13:00,1,17.36,9.71,0.49,0.497,0.24,1845,252,20,<8.3
Rotation 2,1560,2017,26-Jun-17,MMA3,Position 3,13:00,0.8,16.06,9.54,8.4,0.491,0.24,1845,252,20,<8.3
Rotation 2,1561,2017,5-Jul-17,MMA3,Deepest Point,13:15,2.5,23.4,9.92,9.22,0.37,0.18,1525,100,13,<8.3
Rotation 2,1561,2017,5-Jul-17,MMA3,Position 2,13:15,2.3,23.33,10.03,10.82,0.366,0.18,1525,100,13,<8.3
Rotation 2,1561,2017,5-Jul-17,MMA3,Position 3,13:15,2.2,23.53,10.03,11.19,3.63,0.18,1525,100,13,<8.3
Rotation 2,1576,2017,7-Jul-17,MMA3,Deepest Point,13:00,3.7,24.48,8.64,9.19,0.922,0.45,760,37,12,<8.3
Rotation 2,1576,2017,7-Jul-17,MMA3,Position 2,13:00,3,24.48,8.64,9.04,0.909,0.45,760,37,12,<8.3
Rotation 2,1576,2017,7-Jul-17,MMA3,Position 3,13:00,3,24.57,8.64,9.1,0.912,0.45,760,37,12,<8.3
Rotation 2,1577,2017,6-Jul-17,MMA3,Deepest Point,13:00,3.3,22.11,9.42,4.06,1.316,0.64,4875,1020,56,19.2
Rotation 2,1577,2017,6-Jul-17,MMA3,Position 2,13:00,1.7,22.26,9.37,5.21,1.308,0.65,4875,1020,56,18
Rotation 2,1577,2017,6-Jul-17,MMA3,Position 3,13:00,1,22.61,9.43,10.19,1.303,0.64,4875,1020,56,14.8
Rotation 2,1578,2017,27-Jun-17,MMA3,Deepest Point,13:05,3.8,16.93,8.85,9.31,1.394,0.69,3950,775,32,<8.3
Rotation 2,1578,2017,27-Jun-17,MMA3,Position 2,13:05,3.8,17.01,8.86,9.58,1.393,0.69,3950,775,32,<8.3
Rotation 2,1578,2017,27-Jun-17,MMA3,Position 3,13:05,3.8,16.98,8.86,9.78,1.396,0.69,3950,775,32,<8.3
Rotation 2,1579,2017,25-Jun-17,MMA3,Deepest Point,13:05,1.5,15.55,9.17,12.43,0.962,0.47,4780,242,55,40.7
Rotation 2,1579,2017,25-Jun-17,MMA3,Position 2,13:05,1.5,15.6,9.15,12.93,0.965,0.47,4780,242,55,47.3
Rotation 2,1579,2017,25-Jun-17,MMA3,Position 3,13:05,1.5,15.51,9.15,12.33,0.963,0.47,4780,242,55,47.3
Rotation 2,1593,2017,26-Jun-17,STO,Deepest Point,13:15,5.1,18.62,8.88,11.01,0.401,0.19,1485,76,102,<8.3
Rotation 2,1593,2017,26-Jun-17,STO,Position 2,13:15,4.8,18.99,8.94,11.73,0.398,0.19,1485,76,102,<8.3
Rotation 2,1593,2017,26-Jun-17,STO,Position 3,13:15,4.1,19.13,8.96,11.65,0.399,0.19,1485,76,102,<8.3
Rotation 2,1594,2017,27-Jun-17,STO,Deepest Point,13:20,1.5,18.89,9.57,11.59,2.04,1.03,3570,85,24,<8.3
Rotation 2,1594,2017,27-Jun-17,STO,Position 2,13:20,1.2,19.16,9.62,12.78,2.03,1.03,3570,85,24,<8.3
Rotation 2,1594,2017,27-Jun-17,STO,Position 3,13:20,1.1,18.7,9.58,11.65,2.04,1.03,3570,85,24,<8.3
Rotation 2,1597,2017,23-Jun-17,MMA3,Deepest Point,13:05,8.8,15.98,8.5,8.92,1.54,0.76,1285,303,165,<8.3
Rotation 2,1597,2017,23-Jun-17,MMA3,Position 2,13:05,8.2,15.95,8.5,9,1.54,0.76,1285,303,165,<8.3
Rotation 2,1597,2017,23-Jun-17,MMA3,Position 3,13:05,7.2,15.94,8.5,9.18,1.54,0.76,1285,303,165,<8.3
Rotation 2,1604,2017,11-Jul-17,RBU,Deepest Point,13:11,0.8,20.83,9.03,9.37,9.38,5.23,3575,775,44,35.5
Rotation 2,1604,2017,11-Jul-17,RBU,Position 2,13:11,0.6,21.1,9.03,8.93,9.29,5.17,3575,775,44,20.1
Rotation 2,1604,2017,11-Jul-17,RBU,Position 3,13:11,0.6,22.16,9.02,9.02,9.31,5.19,3575,775,44,23.7
Rotation 2,1605,2017,11-Jul-17,JZS,Deepest Point,13:00,5.6,24.26,8.37,7.91,0.405,0.2,785,64,11,10.3
Rotation 2,1605,2017,11-Jul-17,JZS,Position 2,13:00,5.6,24.24,8.38,7.81,0.405,0.2,785,64,11,10.6
Rotation 2,1605,2017,11-Jul-17,JZS,Position 3,13:00,5.7,24.23,8.38,7.94,0.404,0.19,785,64,11,10.6
Rotation 2,1606,2017,4-Jul-17,JZS,Deepest Point,13:00,5.4,23.24,9.29,9.57,0.686,0.33,2100,52,19,<8.3
Rotation 2,1606,2017,4-Jul-17,JZS,Position 2,13:00,4.6,22.99,9.3,9.58,0.685,0.33,2100,52,19,<8.3
Rotation 2,1606,2017,4-Jul-17,JZS,Position 3,13:00,5.6,22.88,9.3,9.77,0.686,0.33,2100,52,19,<8.3
Rotation 2,1621,2017,7-Jul-17,JZS,Deepest Point,13:00,2.8,21.08,9.04,12.28,0.641,0.31,1765,119,18,17.6
Rotation 2,1621,2017,7-Jul-17,JZS,Position 2,13:00,3.4,22.07,9.11,11.34,0.658,0.32,1765,119,18,23.1
Rotation 2,1621,2017,7-Jul-17,JZS,Position 3,13:00,0.9,22.48,9.18,13.68,0.67,0.32,1765,119,18,10.8
Rotation 2,1622,2017,5-Jul-17,JZS,Deepest Point,13:00,3,21.47,9.21,12.44,1.63,0.82,1875,162,19,26.3
Rotation 2,1622,2017,5-Jul-17,JZS,Position 2,13:00,2.8,21.66,9.22,12.75,1.64,0.82,1875,162,19,28.6
Rotation 2,1622,2017,5-Jul-17,JZS,Position 3,13:00,2.8,21.51,9.2,12.52,1.64,0.82,1875,162,19,25
Rotation 2,1623,2017,6-Jul-17,JZS,Deepest Point,13:00,1,21.72,9.12,12.92,6.76,3.69,3940,356,49,10.6
Rotation 2,1623,2017,6-Jul-17,JZS,Position 2,13:00,1,22.13,9.2,16.75,6.76,3.7,3940,356,49,8.8
Rotation 2,1623,2017,6-Jul-17,JZS,Position 3,13:00,1,22.25,9.2,16.52,6.76,3.69,3940,356,49,9.1
Rotation 2,1638,2017,8-Jul-17,JZS,Deepest Point,13:00,0.6,20.43,9.18,9.29,0.46,0.22,3220,1950,37,13.8
Rotation 2,1638,2017,8-Jul-17,JZS,Position 2,13:00,0.7,19.89,9.24,8.46,0.463,0.22,3220,1950,37,14.3
Rotation 2,1638,2017,8-Jul-17,JZS,Position 3,13:00,0.6,20.29,9.4,9.26,0.456,0.22,3220,1950,37,13.3
Rotation 2,1639,2017,9-Jul-17,JZS,Deepest Point,13:00,1.8,21.24,9.4,8.18,0.472,0.23,2685,388,36,<8.9
Rotation 2,1639,2017,9-Jul-17,JZS,Position 2,13:00,1.6,21.32,9.92,9.31,0.472,0.22,2685,388,36,9.9
Rotation 2,1639,2017,9-Jul-17,JZS,Position 3,13:00,1.6,19.73,9.64,7.25,0.467,0.23,2685,388,36,<8.3
Rotation 1,1647,2017,28-Jul-17,KTO,Deepest Point,13:05,8.1,18.48,9.24,9.91,0.181,0.09,330,7,4,<8.3
Rotation 1,1647,2017,28-Jul-17,KTO,Position 2,13:05,7.6,18.52,9.24,10.11,0.182,0.09,330,7,4,<8.3
Rotation 1,1647,2017,28-Jul-17,KTO,Position 3,13:05,7.1,18.45,9.25,10.15,0.182,0.09,330,7,4,<8.3
Rotation 1,568B,2017,9-Jul-17,ABJ,Deepest Point,13:00,1.3,24.12,8.22,9.39,0.2,0.1,750,34,14,<8.3
Rotation 1,568B,2017,9-Jul-17,ABJ,Position 2,13:00,0.9,24.23,8.22,8.75,0.201,0.1,750,34,14,<8.3
Rotation 1,568B,2017,9-Jul-17,ABJ,Position 3,13:00,1.2,24.21,8.26,9.75,0.2,0.1,750,34,14,<8.3
Rotation 1,1194B,2017,24-Jun-17,JZS,Deepest Point,13:00,5.9,17.37,8.88,8.91,5.24,2.8,3820,86,45,<8.3
Rotation 1,1194B,2017,24-Jun-17,JZS,Position 2,13:00,5.6,17.24,8.88,8.91,5.24,2.8,3820,86,45,<8.3
Rotation 1,1194B,2017,24-Jun-17,JZS,Position 3,13:00,6,17.2,8.89,8.92,5.24,2.8,3820,86,45,<8.3
Rotation 1,1226B,2017,9-Jul-17,MMA3,Deepest Point,13:10,1.5,23.06,9.72,4.28,0.295,0.14,2345,245,26,<8.3
Rotation 1,1226B,2017,9-Jul-17,MMA3,Position 2,13:10,0.7,26.55,10.17,12.11,0.314,0.15,2345,245,26,<8.3
Rotation 1,1226B,2017,9-Jul-17,MMA3,Position 3,13:10,1.3,24.3,10.12,10.63,0.309,0.15,2345,245,26,<8.3
Rotation 1,1278B,2017,22-Jun-17,STO,Deepest Point,13:10,0.9,12.73,9.01,10.39,0.661,0.32,3160,1190,211,<8.3
Rotation 1,1278B,2017,22-Jun-17,STO,Position 2,13:10,0.8,12.85,9.09,10.21,0.662,0.32,3160,1190,211,<8.3
Rotation 1,1278B,2017,22-Jun-17,STO,Position 3,13:10,0.8,12.9,9.09,10.2,0.666,0.32,3160,1190,211,<8.3
Rotation 1,1280B,2017,23-Jun-17,STO,Deepest Point,13:15,5,15.94,8.94,8.51,0.353,0.17,2515,688,52,27.1
Rotation 1,1280B,2017,23-Jun-17,STO,Position 2,13:15,4.4,16.03,9.02,8.99,0.356,0.17,2515,688,52,20.1
Rotation 1,1280B,2017,23-Jun-17,STO,Position 3,13:15,4.3,16.09,9.03,9.64,0.354,0.17,2515,688,52,27.8
Rotation 1,1461B,2017,15-Jun-17,STO,Deepest Point,13:10,3.2,18.69,7.04,7.87,0.153,0.07,1760,312,21,<9.2
Rotation 1,1461B,2017,15-Jun-17,STO,Position 2,13:10,0.7,19.8,7.4,8.66,0.152,0.07,1760,312,21,<8.3
Rotation 1,1461B,2017,15-Jun-17,STO,Position 3,13:10,0.6,19.73,7.98,11.01,0.147,0.07,1760,312,21,<8.3
Rotation 1,1513B,2017,28-Jul-17,JZS,Deepest Point,13:00,2.8,19.97,9.1,4.81,0.947,0.47,2995,865,31,10.5
Rotation 1,1513B,2017,28-Jul-17,JZS,Position 2,13:00,1.9,19.46,9.12,4.6,0.945,0.47,2995,865,31,11.3
Rotation 1,1513B,2017,28-Jul-17,JZS,Position 3,13:00,1.3,21.98,9.18,7.49,0.949,0.47,2995,865,31,10.3
Rotation 1,1640B,2017,10-Jul-17,JZS,Deepest Point,13:15,1.1,23.24,8.92,6.54,1.59,0.79,7150,876,112,<8.3
Rotation 1,1640B,2017,10-Jul-17,JZS,Position 2,13:15,1.2,23.29,8.91,6.03,1.59,0.79,7150,876,112,<8.3
Rotation 1,1640B,2017,10-Jul-17,JZS,Position 3,13:15,1.1,23.37,8.91,5.92,1.58,0.79,7150,876,112,<8.3
Rotation 1,OGW-ABMI-359-41,2017,21-Jul-17,ADE,Deepest Point,13:15,1.3,19.55,8.16,11.2,0.307,0.15,805,46,16,<8.3
Rotation 1,OGW-ABMI-359-41,2017,21-Jul-17,ADE,Position 2,13:15,1.1,19.92,8.39,12.3,0.292,0.14,805,46,16,<8.3
Rotation 1,OGW-ABMI-359-41,2017,21-Jul-17,ADE,Position 3,13:15,1.1,20.55,8.44,12.52,0.291,0.14,805,46,16,<8.3
Rotation 1,OGW-ABMI-532-41,2017,24-Jul-17,HWO,Deepest Point,13:00,1.4,20.05,8.13,5.46,0.217,0.1,1820,88,28,<8.3
Rotation 1,OGW-ABMI-532-41,2017,24-Jul-17,HWO,Position 2,13:00,1.2,20.12,8.44,5.32,0.212,0.1,1820,88,28,<8.3
Rotation 1,OGW-ABMI-532-41,2017,24-Jul-17,HWO,Position 3,13:00,1.1,20.19,8.33,4.03,0.213,0.1,1820,88,28,<19.2
Rotation 1,OGW-ABMI-585-41,2017,25-Jul-17,HWO,Deepest Point,13:10,0.5,DNC,DNC,DNC,DNC,DNC,5650,592,80,<8.4
Rotation 1,OGW-ABMI-585-41,2017,25-Jul-17,HWO,Position 2,13:10,0.5,DNC,DNC,DNC,DNC,DNC,5650,592,80,<8.3
Rotation 1,OGW-ABMI-585-41,2017,25-Jul-17,HWO,Position 3,13:10,0.6,DNC,DNC,DNC,DNC,DNC,5650,592,80,<8.3
Rotation 1,OGW-ABMI-602-41,2017,6-Jul-17,TDE2,Deepest Point,13:24,11.2,19.27,8.06,8.79,0.509,0.24,680,19,12,<8.3
Rotation 1,OGW-ABMI-602-41,2017,6-Jul-17,TDE2,Position 2,13:24,8.4,19.26,8.1,8.72,0.51,0.25,680,19,12,<8.3
Rotation 1,OGW-ABMI-602-41,2017,6-Jul-17,TDE2,Position 3,13:24,5.8,19.24,8.13,8.9,0.51,0.25,680,19,12,<8.3
Rotation 1,OGW-ABMI-634-41,2017,7-Jul-17,TDE2,Deepest Point,13:18,9,20.97,7.44,7.5,0.229,0.11,462,13,9,<8.3
Rotation 1,OGW-ABMI-634-41,2017,7-Jul-17,TDE2,Position 2,13:18,6.8,20.84,4.41,7.46,0.229,0.11,462,13,9,<8.3
Rotation 1,OGW-ABMI-634-41,2017,7-Jul-17,TDE2,Position 3,13:18,7.4,20.89,7.41,7.49,0.229,0.11,462,13,9,<8.3
Rotation 1,OGW-ABMI-660-41,2017,21-Jul-17,HWO,Deepest Point,13:00,0.8,21.35,8.29,6.56,0.426,0.21,3645,83,49,<8.3
Rotation 1,OGW-ABMI-660-41,2017,21-Jul-17,HWO,Position 2,13:00,0.7,21.47,8.23,6.24,0.427,0.21,3645,83,49,<8.3
Rotation 1,OGW-ABMI-660-41,2017,21-Jul-17,HWO,Position 3,13:00,0.7,21.51,8.26,6.64,0.427,0.21,3645,83,49,<8.3
Rotation 1,OGW-ABMI-690-41,2017,20-Jul-17,HWO,Deepest Point,13:00,18.5,19.56,6.92,7.77,0.126,0.06,855,31,14,<8.3
Rotation 1,OGW-ABMI-690-41,2017,20-Jul-17,HWO,Position 2,13:00,17,19.4,6.91,7.44,0.125,0.06,855,31,14,<8.3
Rotation 1,OGW-ABMI-690-41,2017,20-Jul-17,HWO,Position 3,13:00,11.1,19.31,6.88,7.47,0.126,0.06,855,31,14,<8.3
Rotation 1,OGW-ABMI-824-41,2017,9-Jul-17,ADE,Deepest Point,13:20,1.6,23.7,8.28,8.06,0.672,0.33,1290,596,28,<8.3
Rotation 1,OGW-ABMI-824-41,2017,9-Jul-17,ADE,Position 2,13:20,1.4,24.22,8.25,7.69,0.673,0.33,1290,596,28,<8.3
Rotation 1,OGW-ABMI-824-41,2017,9-Jul-17,ADE,Position 3,13:20,1.6,24.23,8.17,7.89,0.676,0.33,1290,596,28,<8.3
Rotation 1,OGW-ABMI-860-41,2017,5-Jul-17,ADE,Deepest Point,13:15,2.1,21.58,7.8,8.5,0.413,0.2,775,112,9,<8.3
Rotation 1,OGW-ABMI-860-41,2017,5-Jul-17,ADE,Position 2,13:15,2,21.62,7.86,8.55,0.413,0.2,775,112,9,<8.3
Rotation 1,OGW-ABMI-860-41,2017,5-Jul-17,ADE,Position 3,13:15,1.6,21.65,7.87,9.27,0.412,0.2,775,112,9,<8.3
Rotation 1,OGW-ABMI-862-41,2017,6-Jul-17,ADE,Deepest Point,13:05,4.3,22.02,8.3,8.9,0.371,0.18,1165,93,12,<8.3
Rotation 1,OGW-ABMI-862-41,2017,6-Jul-17,ADE,Position 2,13:05,3.2,21.74,8.3,7.71,0.371,0.18,1165,93,12,<8.3
Rotation 1,OGW-ABMI-862-41,2017,6-Jul-17,ADE,Position 3,13:05,3.1,21.73,8.31,7.53,0.371,0.18,1165,93,12,<8.3
Rotation 1,OGW-ABMI-893-41,2017,8-Jul-17,ADE,Deepest Point,13:36,6.1,23.13,7.98,5.92,0.762,0.37,940,44,11,<8.3
Rotation 1,OGW-ABMI-893-41,2017,8-Jul-17,ADE,Position 2,13:36,6.6,23.08,7.99,5.94,0.761,0.37,940,44,11,<8.3
Rotation 1,OGW-ABMI-893-41,2017,8-Jul-17,ADE,Position 3,13:36,4.8,23.03,8,5.93,0.76,0.37,940,44,11,<8.3
Rotation 1,OGW-ABMI-957-41,2017,3-Jul-17,ADE,Deepest Point,13:00,1.1,24.59,8.2,9,0.705,0.34,1830,399,24,<8.3
Rotation 1,OGW-ABMI-957-41,2017,3-Jul-17,ADE,Position 2,13:00,1.1,24.62,8.2,9.65,0.705,0.34,1830,399,24,<8.3
Rotation 1,OGW-ABMI-957-41,2017,3-Jul-17,ADE,Position 3,13:00,1,24.46,8.23,9.83,0.716,0.35,1830,399,24,<8.3
Rotation 2,7,2018,4-Aug-18,JHO,Deepest Point,19:45,2.2,21.32,7.84,8.28,0.064,0.03,1540,33,30.6,PNA
Rotation 2,7,2018,4-Aug-18,JHO,Position 2,19:45,2.3,21.39,7.86,8.1,0.065,0.04,1540,33,30.6,PNA
Rotation 2,7,2018,4-Aug-18,JHO,Position 3,19:45,1.9,21.45,7.88,8.08,0.066,0.04,1540,33,30.6,PNA
Rotation 2,8,2018,5-Aug-18,JHO,Deepest Point,11:42,7,18.26,6.82,5.99,0.036,0.02,980,46,28.6,PNA
Rotation 2,8,2018,5-Aug-18,JHO,Position 2,11:42,2.5,18.25,6.5,6.08,0.037,0.02,980,46,28.6,PNA
Rotation 2,8,2018,5-Aug-18,JHO,Position 3,11:42,2,18.29,6.43,6.17,0.037,0.02,980,46,28.6,PNA
Rotation 2,19,2018,4-Aug-18,JHO,Deepest Point,14:45,2,19.97,7.88,11.77,0.105,0.05,1310,53,26.2,PNA
Rotation 2,19,2018,4-Aug-18,JHO,Position 2,14:45,1.8,20.54,7.68,10.34,0.107,0.05,1310,53,26.2,PNA
Rotation 2,19,2018,4-Aug-18,JHO,Position 3,14:45,1.5,20.5,7.54,9.35,0.11,0.05,1310,53,26.2,PNA
Rotation 2,20,2018,5-Aug-18,JHO,Deepest Point,14:23,10.7,19.56,7.79,11.77,0.076,0.04,702,19,12.5,PNA
Rotation 2,20,2018,5-Aug-18,JHO,Position 2,14:23,9.2,19.56,7.82,5.39,0.077,0.04,702,19,12.5,PNA
Rotation 2,20,2018,5-Aug-18,JHO,Position 3,14:23,6.7,19.57,7.82,4.68,0.078,0.04,702,19,12.5,PNA
Rotation 2,38,2018,4-Aug-18,JHO,Deepest Point,11:00,1.3,19.6,7.1,7.14,0.09,0.05,1060,64,22.8,PNA
Rotation 2,38,2018,4-Aug-18,JHO,Position 2,11:00,1.5,19.5,7.03,7.26,0.091,0.05,1060,64,22.8,PNA
Rotation 2,38,2018,4-Aug-18,JHO,Position 3,11:00,1.3,19.74,6.98,7.41,0.09,0.05,1060,64,22.8,PNA
Rotation 2,39,2018,5-Aug-18,JHO,Deepest Point,17:13,2.7,19.52,7.31,3.99,0.067,0.04,707,25,22.4,PNA
Rotation 2,39,2018,5-Aug-18,JHO,Position 2,17:13,2.5,19.68,7.23,3.33,0.067,0.04,707,25,22.4,PNA
Rotation 2,39,2018,5-Aug-18,JHO,Position 3,17:13,2.4,19.59,7.17,3.17,0.066,0.04,707,25,22.4,PNA
Rotation 2,213,2018,7-Aug-18,JNI,Deepest Point,13:20,1.7,21.68,6.81,4.67,0.108,0.05,1200,26,12.7,PNA
Rotation 2,213,2018,7-Aug-18,JNI,Position 2,13:20,1.6,21.68,6.57,3.24,0.137,0.07,1200,26,12.7,PNA
Rotation 2,213,2018,7-Aug-18,JNI,Position 3,13:20,1.5,21.67,7.31,6.77,0.104,0.05,1200,26,12.7,PNA
Rotation 2,269,2018,8-Aug-18,JHO,Deepest Point,9:12,2,20.7,7.14,2.29,0.027,0.11,1430,82,10.8,PNA
Rotation 2,269,2018,8-Aug-18,JHO,Position 2,9:12,2.4,20.32,7.02,2.04,0.024,0.11,1430,82,10.8,PNA
Rotation 2,269,2018,8-Aug-18,JHO,Position 3,9:12,2.3,20.58,6.97,1.69,0.025,0.11,1430,82,10.8,PNA
Rotation 2,297,2018,7-Aug-18,JHO,Deepest Point,17:33,1.5,19.55,3.77,1.5,0.048,0.03,548,26,32.7,PNA
Rotation 2,297,2018,7-Aug-18,JHO,Position 2,17:33,1.5,19.59,3.71,1.18,0.049,0.03,548,26,32.7,PNA
Rotation 2,297,2018,7-Aug-18,JHO,Position 3,17:33,1.5,19.67,3.73,1.11,0.048,0.03,548,26,32.7,PNA
Rotation 2,298,2018,6-Aug-18,JHO,Deepest Point,17:28,1.8,19.21,7.27,2.04,0.046,0.03,960,51,13.5,PNA
Rotation 2,298,2018,6-Aug-18,JHO,Position 2,17:28,1.7,19.3,7.43,1.13,0.046,0.03,960,51,13.5,PNA
Rotation 2,298,2018,6-Aug-18,JHO,Position 3,17:28,1.8,19.21,7.39,1.66,0.046,0.03,960,51,13.5,PNA
Rotation 2,299,2018,8-Aug-18,JHO,Deepest Point,10:39,1.5,22.17,8.76,2.23,0.024,0.1,1030,44,15.9,PNA
Rotation 2,299,2018,8-Aug-18,JHO,Position 2,10:39,1.4,22.14,8.82,2.29,0.023,0.1,1030,44,15.9,PNA
Rotation 2,299,2018,8-Aug-18,JHO,Position 3,10:39,1.3,22.13,8.73,2.2,0.024,0.1,1030,44,15.9,PNA
Rotation 1,317,2018,2-Jul-18,KLE,Deepest Point,13:10,1.3,19.52,8.6,9.38,0.192,0.09,2330,36,28.8,<8.3
Rotation 1,317,2018,2-Jul-18,KLE,Position 2,13:10,1.1,19.45,8.53,9.25,0.192,0.09,2330,36,28.8,<8.3
Rotation 1,317,2018,2-Jul-18,KLE,Position 3,13:10,1.1,19.36,8.54,9.44,0.192,0.09,2330,36,28.8,<8.3
Rotation 1,318,2018,2-Jul-18,JZS,Deepest Point,13:00,0.9,17.2,7.5,5.05,0.579,0.28,2170,48,37.8,<8.3
Rotation 1,318,2018,2-Jul-18,JZS,Position 2,13:00,0.7,18.67,8.31,7.08,0.498,0.24,2170,48,37.8,<8.3
Rotation 1,318,2018,2-Jul-18,JZS,Position 3,13:00,0.7,18.83,8.59,9.6,0.51,0.24,2170,48,37.8,<8.3
Rotation 1,319,2018,3-Jul-18,KLE,Deepest Point,13:15,1.3,19.37,9.78,13.78,0.54,0.26,1950,44,35,<8.3
Rotation 1,319,2018,3-Jul-18,KLE,Position 2,13:15,0.9,20.09,9.82,16.32,0.54,0.26,1950,44,35,<8.3
Rotation 1,319,2018,3-Jul-18,KLE,Position 3,13:15,1,20.14,9.83,15.94,0.54,0.26,1950,44,35,<8.3
Rotation 1,320,2018,3-Jul-18,JZS,Deepest Point,13:00,2,13.98,6.89,5.7,0.175,0.08,1720,54,37.9,<8.3
Rotation 1,320,2018,3-Jul-18,JZS,Position 2,13:00,1.2,14.56,7.03,6.02,0.175,0.08,1720,54,37.9,<8.3
Rotation 1,320,2018,3-Jul-18,JZS,Position 3,13:00,0.9,14.46,7.04,6.55,0.176,0.08,1720,54,37.9,<8.3
Rotation 1,321,2018,5-Jul-18,JZS,Deepest Point,13:00,2.2,19.8,7.74,9.66,0.42,0.2,1420,29,23.4,<8.3
Rotation 1,321,2018,5-Jul-18,JZS,Position 2,13:00,1.5,20.81,8.23,11.38,0.417,0.2,1420,29,23.4,<8.3
Rotation 1,321,2018,5-Jul-18,JZS,Position 3,13:00,1.2,21.25,8.15,11.12,0.414,0.2,1420,29,23.4,<8.3
Rotation 1,322,2018,4-Jul-18,JZS,Deepest Point,13:00,1.5,9.6,6.17,6.02,0.095,0.05,1780,30,63.3,<8.3
Rotation 1,322,2018,4-Jul-18,JZS,Position 2,13:00,1,9.58,6.18,6.32,0.103,0.05,1780,30,63.3,<8.3
Rotation 1,322,2018,4-Jul-18,JZS,Position 3,13:00,0.8,9.85,6.32,6.34,0.109,0.05,1780,30,63.3,<8.3
Rotation 1,346,2018,6-Jul-18,JZS,Deepest Point,13:00,1.7,19.51,7.92,10.84,0.194,0.1,1770,34,49.6,<8.3
Rotation 1,346,2018,6-Jul-18,JZS,Position 2,13:00,1.7,20.77,7.72,10.33,0.2,0.1,1770,34,49.6,<8.3
Rotation 1,346,2018,6-Jul-18,JZS,Position 3,13:00,1.7,20.82,7.72,10.39,0.2,0.1,1770,34,49.6,<8.3
Rotation 1,347,2018,2-Jul-18,KCA,Deepest Point,13:45,2.1,18.28,7.55,7.76,0.181,0.09,1550,31,32.9,<8.3
Rotation 1,347,2018,2-Jul-18,KCA,Position 2,13:45,2.1,18.3,7.55,7.48,0.18,0.09,1550,31,32.9,<8.3
Rotation 1,347,2018,2-Jul-18,KCA,Position 3,13:45,2.2,18.29,7.52,7.37,0.178,0.09,1550,31,32.9,<8.3
Rotation 1,348,2018,4-Jul-18,KLE,Deepest Point,13:05,1.3,19.3,7.5,10.33,0.154,0.07,1550,21,47.7,<8.3
Rotation 1,348,2018,4-Jul-18,KLE,Position 2,13:05,1.1,18.9,7.12,9.16,0.156,0.07,1550,21,47.7,<8.3
