ABMI Site,RAM Lot,Sorting Tech.,Date Sorted,Date Collected,Collector(s),,,,,,Vials,Coarse Group,Kingdom,Phylum,SubPhylum,Class,SubClass,InfraClass,Order,SubOrder,Family,Subfamily,Genus,Species,Final Id,Authority,Life Stage,Determined,,,Specimen Count,Notes,Vial Storage,TMS Number,Year
W831,ABMI.2018.W831.A,Dvores,09-Aug-18,2018-07-7,Holland,James,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Notonectidae,Notonectinae,Notonecta,sp.,Notonecta,"Linnaeus, 1758",juvenile,LaPierre,Alex,2018-10-15,1,,mv,ABMI.A.41029,2018
W769,ABMI.2018.W769.A,Keenan,10-Aug-18,2018-07-5,Holland,James,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Libellulidae,,Leucorrhinia,intacta,Leucorrhinia intacta,"(Hagen, 1861)",nymph,LaPierre,Alex,2018-10-19,5,,mv,ABMI.A.41063,2018
W322,ABMI.2018.W322.A,Toole,10-Aug-2018,2018-07-4,Zsolt,Jillian,,,,,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Pisciforma,Baetidae,,Procloeon,sp.,Procloeon,"Bengtsson, 1915",nymph,LaPierre,Alex,2018-10-24,6,,mv,ABMI.A.41070,2018
W322,ABMI.2018.W322.A,Toole,10-Aug-2018,2018-07-4,Zsolt,Jillian,,,,,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Caenidae,Caeninae,Caenis,youngi,Caenis youngi,"Roemhild, 1984",nymph,LaPierre,Alex,2018-10-24,16,,mv,ABMI.A.41072,2018
W322,ABMI.2018.W322.A,Toole,10-Aug-2018,2018-07-4,Zsolt,Jillian,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Notonectidae,Notonectinae,Notonecta,sp.,Notonecta,"Linnaeus, 1758",juvenile,LaPierre,Alex,2018-10-24,4,,mv,ABMI.A.41077,2018
W320,ABMI.2018.W320.A,Bos,10-Aug-18,2018-07-3,Zsolt,Jillian,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Planorbella,sp.,Planorbella,"Haldeman, 1842",unknown,LaPierre,Alex,2018-10-24,2,,mv,ABMI.A.41082,2018
W1324,ABMI.2018.W1324.A,Moir,13-Aug-2018,2018-07-11,Friedlander,Jesse,,,,,mv,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Trichoptera,,Leptoceridae,Leptocerinae,Mystacides,sp.,Mystacides,"Berthold, 1827",larva,Tebby,Cheryl,2018-10-25,2,Immature larvae without gills - genus ID only,mv,ABMI.A.31259,2018
W1245,ABMI.2018.W1245.A,Catton,15-Aug-2018,2018-06-26,Friedlander,Jesse,,,,,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Lestidae,,Lestes,sp.,Lestes,"Leach, 1815",nymph,Tebby,Cheryl,2018-10-25,1,,mv,ABMI.A.31261,2018
W1433,ABMI.2018.W1433.A,,14-Aug-18,2018-07-7,Friedlander,Jesse,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Colymbetinae,Rhantus,sp.,Rhantus,"Dejean, 1833",larva,Tebby,Cheryl,2018-10-25,5,,mv,ABMI.A.31267,2018
W1433,ABMI.2018.W1433.A,,14-Aug-18,2018-07-7,Friedlander,Jesse,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Laccophilinae,Laccophilus,sp.,Laccophilus,"Leach, 1815",larva,Tebby,Cheryl,2018-10-25,1,,mv,ABMI.A.31268,2018
W800,ABMI.2018.W800.A,Zsolt,10-Aug-18,2018-07-9,Holland,James,,,,,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Lestidae,,Lestes,sp.,Lestes,"Leach, 1815",nymph,LaPierre,Alex,2018-11-01,2,,mv,ABMI.A.41104,2018
W347,ABMI.2018.W347.A,Busef,10-Aug-2018,2018-07-2,Catton,Keith,,,,,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Caenidae,Caeninae,Caenis,youngi,Caenis youngi,"Roemhild, 1984",nymph,LaPierre,Alex,2018-11-02,11,,mv,ABMI.A.41118,2018
W816,ABMI.2018.W816.A,Dobbs,16-Aug-18,2018-07-8,Fraser,Kaya,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Physidae,,Physella,gyrina,Physella gyrina,"(Say, 1821)",unknown,Tebby,Cheryl,2018-11-05,1,,mv,ABMI.A.31353,2018
W816,ABMI.2018.W816.A,Dobbs,16-Aug-18,2018-07-8,Fraser,Kaya,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Gyraulus,sp.,Gyraulus,"Agassiz, 1837",unknown,Tebby,Cheryl,2018-11-05,3,,mv,ABMI.A.31354,2018
W816,ABMI.2018.W816.A,Dobbs,16-Aug-18,2018-07-8,Fraser,Kaya,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Colymbetinae,Rhantus,sp.,Rhantus,"Dejean, 1833",larva,Tebby,Cheryl,2018-11-05,1,,mv,ABMI.A.31356,2018
W816,ABMI.2018.W816.A,Dobbs,16-Aug-18,2018-07-8,Fraser,Kaya,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,2018-11-05,1,,mv,ABMI.A.31357,2018
W816,ABMI.2018.W816.A,Dobbs,16-Aug-18,2018-07-8,Fraser,Kaya,,,,,mv,UMOS,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Physidae,,Physella,gyrina,Physella gyrina,"(Say, 1821)",unknown,Tebby,Cheryl,2018-11-05,1,,mv,ABMI.A.31358,2018
W940,ABMI.2018.W940.A,Catton,16-Aug-18,2018-07-4,Fraser,Kaya,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Gyraulus,crista,Gyraulus crista,"(Linnaeus, 1758)",unknown,Tebby,Cheryl,2018-11-05,1,,mv,ABMI.A.31359,2018
W940,ABMI.2018.W940.A,Catton,16-Aug-18,2018-07-4,Fraser,Kaya,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Gyraulus,sp.,Gyraulus,"Agassiz, 1837",unknown,Tebby,Cheryl,2018-11-05,1,Fewer than 3.5 whorls,mv,ABMI.A.31360,2018
W940,ABMI.2018.W940.A,Catton,16-Aug-18,2018-07-4,Fraser,Kaya,,,,,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Caenidae,Caeninae,Caenis,youngi,Caenis youngi,"Roemhild, 1984",nymph,Tebby,Cheryl,2018-11-05,3,,mv,ABMI.A.31361,2018
W940,ABMI.2018.W940.A,Catton,16-Aug-18,2018-07-4,Fraser,Kaya,,,,,mv,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Trichoptera,,Hydroptilidae,Hydroptilinae,Oxyethira,sp.,Oxyethira,"Eaton, 1873",larva,Tebby,Cheryl,2018-11-05,4,,mv,ABMI.A.31363,2018
W347,ABMI.2018.W347.A,Busef,10-Aug-2018,2018-07-2,Catton,Keith,,,,,mv,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Trichoptera,,Leptoceridae,Leptocerinae,Triaenodes,sp.,Triaenodes,"McLachlan, 1865",larva,LaPierre,Alex,2018-11-05,1,,mv,ABMI.A.41121,2018
W939,ABMI.2018.W939.A,Enns,16-Aug-18,2018-07-5,Fraser,Kaya,,,,,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Pisciforma,Baetidae,,Callibaetis,sp.,Callibaetis,"Eaton, 1881",nymph,Tebby,Cheryl,2018-11-05,1,,mv,ABMI.A.31364,2018
W939,ABMI.2018.W939.A,Enns,16-Aug-18,2018-07-5,Fraser,Kaya,,,,,scv,Anisoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Corduliidae,Corduliinae,Cordulia,shurtleffii,Cordulia shurtleffii,"Scudder, 1866",nymph,Tebby,Cheryl,2018-11-05,1,,scv,ABMI.A.31365,2018
W939,ABMI.2018.W939.A,Enns,16-Aug-18,2018-07-5,Fraser,Kaya,,,,,scv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Graphoderus,perplexus,Graphoderus perplexus,"Sharp, 1882",adult,Tebby,Cheryl,2018-11-05,2,,scv,ABMI.A.31372,2018
W939,ABMI.2018.W939.A,Enns,16-Aug-18,2018-07-5,Fraser,Kaya,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Acilius,sp.,Acilius,"Leach, 1817",larva,Tebby,Cheryl,2018-11-05,1,,mv,ABMI.A.31373,2018
W1267,ABMI.2018.W1267.A,Michael,08-Aug-18,2018-07-11,Parsons,Sheena,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Ferrissia,sp.,Ferrissia,,unknown,LaPierre,Alex,2018-09-24,54,,mv,ABMI.A.40898,2018
W1267,ABMI.2018.W1267.A,Michael,08-Aug-18,2018-07-11,Parsons,Sheena,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Physidae,,Physella,gyrina,Physella gyrina,"(Say, 1821)",unknown,LaPierre,Alex,2018-09-24,5,,mv,ABMI.A.40899,2018
W1267,ABMI.2018.W1267.A,Michael,08-Aug-18,2018-07-11,Parsons,Sheena,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Gyraulus,sp.,Gyraulus,"Agassiz, 1837",unknown,LaPierre,Alex,2018-09-24,3,,mv,ABMI.A.40900,2018
W1267,ABMI.2018.W1267.A,Michael,08-Aug-18,2018-07-11,Parsons,Sheena,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Planorbella,sp.,Planorbella,"Haldeman, 1842",unknown,LaPierre,Alex,2018-09-24,2,,mv,ABMI.A.40901,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Gyraulus,sp.,Gyraulus,"Agassiz, 1837",unknown,Tebby,Cheryl,2018-09-24,9,,mv,ABMI.A.31024,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Pisciforma,Siphlonuridae,,Siphlonurus,sp.,Siphlonurus,"Eaton, 1868",nymph,Tebby,Cheryl,2018-09-24,2,,mv,ABMI.A.31025,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Pisciforma,Baetidae,,Procloeon,sp.,Procloeon,"Bengtsson, 1915",nymph,Tebby,Cheryl,2018-09-24,1,,mv,ABMI.A.31026,2018
W1267,ABMI.2018.W1267.A,Michael,08-Aug-18,2018-07-11,Parsons,Sheena,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,LaPierre,Alex,2018-09-24,1,,mv,ABMI.A.40902,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Lestidae,,Lestes,sp.,Lestes,"Leach, 1815",nymph,Tebby,Cheryl,2018-09-24,1,Immature nymph,mv,ABMI.A.31027,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Tebby,Cheryl,2018-09-24,5,,mv,ABMI.A.31028,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Agabinae,Agabus,sp.,Agabus,"Leach, 1817",larva,Tebby,Cheryl,2018-09-24,1,,mv,ABMI.A.31029,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,sp.,Haliplus,"Latreille, 1802",larva,Tebby,Cheryl,2018-09-24,2,,mv,ABMI.A.31030,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,UMOS,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Promenetus,exacuous,Promenetus exacuous,"(Say, 1821)",unknown,Tebby,Cheryl,2018-09-24,1,,mv,ABMI.A.31031,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,UMOS,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Gyraulus,parvus,Gyraulus parvus,"(Say, 1817)",unknown,Tebby,Cheryl,2018-09-24,1,,mv,ABMI.A.31032,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,UMOS,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Physidae,,Physella,gyrina,Physella gyrina,"(Say, 1821)",unknown,Tebby,Cheryl,2018-09-24,1,,mv,ABMI.A.31033,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Caenidae,Caeninae,Caenis,youngi,Caenis youngi,"Roemhild, 1984",nymph,Tebby,Cheryl,2018-09-24,1,,mv,ABMI.A.31034,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Pisciforma,Siphlonuridae,,Siphlonurus,sp.,Siphlonurus,"Eaton, 1868",nymph,Tebby,Cheryl,2018-09-24,2,,mv,ABMI.A.31035,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Agabinae,Agabus,sp.,Agabus,"Leach, 1817",larva,Tebby,Cheryl,2018-09-24,2,,mv,ABMI.A.31036,2018
W434,ABMI.2018.W434.A,Deluca,07-Aug-18,2018-07-7,Zsolt,Jillian,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Graphoderus,liberus,Graphoderus liberus,"(Say, 1825)",larva,Tebby,Cheryl,2018-09-24,1,,mv,ABMI.A.31037,2018
W1213,ABMI.2018.W1213.A,Parsons,09-Aug-2018,2018-06-21,Friedlander,Jesse,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Physidae,,Physa,skinneri,Physa skinneri,"Taylor, 1954",unknown,Tebby,Cheryl,2018-09-25,3,,mv,ABMI.A.31040,2018
W1267,ABMI.2018.W1267.A,Michael,08-Aug-18,2018-07-11,Parsons,Sheena,,,,,mv,UMOS,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Physidae,,Physella,gyrina,Physella gyrina,"(Say, 1821)",unknown,LaPierre,Alex,2018-09-25,2,,mv,ABMI.A.40905,2018
W1213,ABMI.2018.W1213.A,Parsons,09-Aug-2018,2018-06-21,Friedlander,Jesse,,,,,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Furcatergalia,Caenidae,Caeninae,Caenis,youngi,Caenis youngi,"Roemhild, 1984",nymph,Tebby,Cheryl,2018-09-25,3,,mv,ABMI.A.31041,2018
W1213,ABMI.2018.W1213.A,Parsons,09-Aug-2018,2018-06-21,Friedlander,Jesse,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Tebby,Cheryl,2018-09-25,3,,mv,ABMI.A.31044,2018
W1267,ABMI.2018.W1267.A,Michael,08-Aug-18,2018-07-11,Parsons,Sheena,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Notonectidae,Notonectinae,Notonecta,sp.,Notonecta,"Linnaeus, 1758",juvenile,LaPierre,Alex,2018-09-25,2,,mv,ABMI.A.40906,2018
W1385,ABMI.2018.W1385.A,Dvores,13-Aug-2018,2018-07-4,Friedlander,Jesse,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Graphoderus,perplexus,Graphoderus perplexus,"Sharp, 1882",larva,Hinchliffe,Robert,2018-11-07,2,,mv,ABMI.A.20676,2018
W379,ABMI.2018.W379.A,Michael,14-Aug-18,2018-07-3,Dobbs,Jonathan,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Laccophilinae,Laccophilus,biguttatus,Laccophilus biguttatus,"Kirby, 1837",larva,LaPierre,Alex,2018-11-07,2,,mv,ABMI.A.41141,2018
W379,ABMI.2018.W379.A,Michael,14-Aug-18,2018-07-3,Dobbs,Jonathan,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Gyrinidae,,Gyrinus,sp.,Gyrinus,"Geoffroy, 1762",larva,LaPierre,Alex,2018-11-07,1,,mv,ABMI.A.41142,2018
W1469,ABMI.2018.W1469.A,Moir,17-Aug-2018,2018-07-9,Keenan,Kate,,,,,scv,Anisoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Aeshnidae,,Aeshna,sp.,Aeshna,"Fabricius, 1775",nymph,Tebby,Cheryl,2018-11-07,4,,scv,ABMI.A.31377,2018
W1469,ABMI.2018.W1469.A,Moir,17-Aug-2018,2018-07-9,Keenan,Kate,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Haliplidae,,Haliplus,immaculicollis,Haliplus immaculicollis,"Harris, 1828",adult,Tebby,Cheryl,2018-11-07,1,,mv,ABMI.A.31386,2018
W1469,ABMI.2018.W1469.A,Moir,17-Aug-2018,2018-07-9,Keenan,Kate,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Polyphaga,Curculionidae,,Euhrychiopsis,lecontei,Euhrychiopsis lecontei,"(Dietz, 1896)",adult,Tebby,Cheryl,2018-11-07,1,Phytobius,mv,ABMI.A.31387,2018
W1469,ABMI.2018.W1469.A,Moir,17-Aug-2018,2018-07-9,Keenan,Kate,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Laccophilinae,Laccophilus,sp.,Laccophilus,"Leach, 1815",larva,Tebby,Cheryl,2018-11-07,1,,mv,ABMI.A.31390,2018
W379,ABMI.2018.W379.A,Michael,14-Aug-18,2018-07-3,Dobbs,Jonathan,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Graphoderus,liberus,Graphoderus liberus,"(Say, 1825)",larva,LaPierre,Alex,2018-11-07,2,,mv,ABMI.A.41146,2018
W800,ABMI.2018.W800.A,Zsolt,10-Aug-18,2018-07-9,Holland,James,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Gyrinidae,,Gyrinus,pectoralis,Gyrinus pectoralis,"LeConte, 1868",adult,LaPierre,Alex,2018-11-01,1,longer than description but I think it's just slightly pulled apart,mv,ABMI.A.41114,2018
W321,ABMI.2018.W321.A,Busef,13-Aug-18,2018-07-5,Zsolt,Jillian,,,,,mv,Anisoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Anisoptera,Libellulidae,,Leucorrhinia,sp.,Leucorrhinia,"Brittinger, 1850",nymph,Hinchliffe,Robert,2018-11-08,2,,mv,ABMI.A.20681,2018
W832,ABMI.2018.W832.A,,16-Aug-18,2018-07-9,Dvores,Yosef,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Gyraulus,crista,Gyraulus crista,"(Linnaeus, 1758)",unknown,Tebby,Cheryl,2018-11-08,1,,mv,ABMI.A.31391,2018
W321,ABMI.2018.W321.A,Busef,13-Aug-18,2018-07-5,Zsolt,Jillian,,,,,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Lestidae,,Lestes,congener,Lestes congener,"Hagen, 1861",nymph,Hinchliffe,Robert,2018-11-08,1,,mv,ABMI.A.20683,2018
W832,ABMI.2018.W832.A,,16-Aug-18,2018-07-9,Dvores,Yosef,,,,,mv,Gastropoda,Animalia,Mollusca,,Gastropoda,,,Basommatophora,,Planorbidae,,Planorbella,sp.,Planorbella,"Haldeman, 1842",unknown,Tebby,Cheryl,2018-11-08,1,,mv,ABMI.A.31392,2018
W321,ABMI.2018.W321.A,Busef,13-Aug-18,2018-07-5,Zsolt,Jillian,,,,,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Lestidae,,Lestes,sp.,Lestes,"Leach, 1815",nymph,Hinchliffe,Robert,2018-11-08,1,,mv,ABMI.A.20684,2018
W321,ABMI.2018.W321.A,Busef,13-Aug-18,2018-07-5,Zsolt,Jillian,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Notonectidae,Notonectinae,Notonecta,sp.,Notonecta,"Linnaeus, 1758",juvenile,Hinchliffe,Robert,2018-11-08,2,,mv,ABMI.A.20685,2018
W321,ABMI.2018.W321.A,Busef,13-Aug-18,2018-07-5,Zsolt,Jillian,,,,,mv,Hemiptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Hemiptera,Heteroptera,Corixidae,Cymatiinae,Cymatia,sp.,Cymatia,"Flor, 1860",juvenile,Hinchliffe,Robert,2018-11-08,3,,mv,ABMI.A.20686,2018
W321,ABMI.2018.W321.A,Busef,13-Aug-18,2018-07-5,Zsolt,Jillian,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Graphoderus,liberus,Graphoderus liberus,"(Say, 1825)",larva,Hinchliffe,Robert,2018-11-08,2,,mv,ABMI.A.20694,2018
W1609,ABMI.2018.W1609.A,Hinchliffe,14-Aug-2018,2018-07-4,Bos,Jessica,,,,,mv,Ephemeroptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Ephemeroptera,Pisciforma,Baetidae,,Callibaetis,sp.,Callibaetis,"Eaton, 1881",nymph,LaPierre,Alex,2018-11-08,3,,mv,ABMI.A.41147,2018
W1295,ABMI.2018.W1295.A,Toole,14-Aug-18,2018-07-10,Parsons,Sheena,,,,,mv,Zygoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Palaeoptera,Odonata,Zygoptera,Lestidae,,Lestes,sp.,Lestes,"Leach, 1815",nymph,Hinchliffe,Robert,2018-11-08,1,,mv,ABMI.A.20695,2018
W1295,ABMI.2018.W1295.A,Toole,14-Aug-18,2018-07-10,Parsons,Sheena,,,,,mv,UMOS,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Coelambus,patruelis,Coelambus patruelis,"(LeConte, 1855)",adult,Hinchliffe,Robert,2018-11-08,1,,mv,ABMI.A.20701,2018
W1609,ABMI.2018.W1609.A,Hinchliffe,14-Aug-2018,2018-07-4,Bos,Jessica,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Colymbetinae,Rhantus,sp.,Rhantus,"Dejean, 1833",larva,LaPierre,Alex,2018-11-08,2,,mv,ABMI.A.41152,2018
W1609,ABMI.2018.W1609.A,Hinchliffe,14-Aug-2018,2018-07-4,Bos,Jessica,,,,,mv,Coleoptera (larvae),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Gyrinidae,,Gyrinus,sp.,Gyrinus,"Geoffroy, 1762",larva,LaPierre,Alex,2018-11-08,1,,mv,ABMI.A.41153,2018
W1244,ABMI.2018.W1244.A,Hinchliffe,14-Aug-2018,2018-06-24,Friedlander,Jesse,,,,,mv,Coleoptera (adults),Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hygrotus,sayi,Hygrotus sayi,"J. Balfour-Browne, 1944",adult,LaPierre,Alex,2018-11-08,1,,mv,ABMI.A.41155,2018
